Name,Canopy,Carbon,Height
Acer buergerianum,12.6,25.4,5.0
Acer pseudoplatanus,78.5,54.0,7.0
Prunus avium,28.3,89.0,8.0
Prunus avium,50.3,101.5,6.0
Paulownia tomentosa,38.5,769.7,7.0
Fraxinus ornus,19.2,92.6,6.7
Fraxinus ornus,19.2,92.6,6.7
Fraxinus ornus,19.2,92.6,6.7
Fraxinus ornus,19.2,92.6,6.7
Fraxinus ornus,19.2,92.6,6.7
Prunus mahaleb,50.3,120.9,6.0
Prunus mahaleb,50.3,120.9,6.0
Prunus mahaleb,50.3,120.9,6.0
Aesculus hippocastanum,12.6,73.0,7.5
Aesculus hippocastanum,9.6,55.8,8.0
Aesculus hippocastanum,9.6,124.7,12.0
Celtis australis,50.3,54.2,10.0
Celtis australis,78.5,74.8,8.0
Diospyros lotus,18.3,437.3,9.8
Platanus x hispanica,78.5,245.9,10.0
Platanus x hispanica,95.0,205.0,10.0
Platanus x hispanica,19.6,62.6,6.5
Platanus x hispanica,19.6,53.6,6.5
Tilia cordata,78.5,200.2,10.0
Quercus,12.6,88.5,5.0
Cedrus deodara,63.6,1950.9,25.0
Cercis siliquastrum,12.6,22.8,5.0
Cercis siliquastrum,12.6,22.8,4.0
Juglans,132.7,137.0,6.0
Ulmus,153.9,7500.0,13.0
Celtis australis,113.1,147.3,14.0
Celtis australis,78.5,115.0,12.5
Fraxinus excelsior,3.1,25.6,5.0
Fraxinus excelsior,3.1,16.5,4.0
Crataegus x lavallei,0.8,16.3,4.0
Crataegus x lavallei,7.1,37.0,4.0
Fraxinus ornus,19.2,92.6,6.7
Fraxinus ornus,19.2,92.6,6.7
Fraxinus ornus,19.2,92.6,6.7
Fraxinus ornus,19.2,92.6,6.7
Fraxinus ornus,19.2,92.6,6.7
Fraxinus ornus,19.2,92.6,6.7
Fraxinus ornus,19.2,92.6,6.7
Fraxinus ornus,19.2,92.6,6.7
Fraxinus ornus,19.2,92.6,6.7
Quercus robur,3.1,63.0,6.0
Quercus robur,3.1,63.0,6.0
Quercus robur,3.1,63.0,6.0
Quercus robur,7.1,81.6,7.0
Celtis australis,113.1,51.0,10.0
Ulmus,19.6,67.8,6.0
Prunus laurocerasus,153.9,116.1,8.0
Tilia x europaea,63.6,554.9,10.0
Tilia x europaea,50.3,405.0,10.0
Tilia x europaea,78.5,1053.7,10.0
Fraxinus ornus,19.2,92.6,6.7
Fraxinus ornus,19.2,92.6,6.7
Fraxinus ornus,19.2,92.6,6.7
Fraxinus ornus,19.2,92.6,6.7
Pinus nigra,22.1,179.6,10.7
Ulmus,60.3,2011.2,12.4
Ulmus,60.3,2011.2,12.4
Pinus nigra,22.1,179.6,10.7
Pinus nigra,22.1,179.6,10.7
Prunus,12.6,79.6,6.0
Prunus,28.3,172.8,8.0
Quercus robur,12.0,85.9,6.0
Fraxinus excelsior,3.1,20.4,4.0
Ulmus,113.1,3218.4,13.0
Nerium oleander,0.8,10.1,3.5
Nerium oleander,3.1,16.7,4.0
Ligustrum,7.1,28.9,4.0
Nerium oleander,3.1,24.5,3.0
Nerium oleander,3.1,16.8,4.0
Platanus x hispanica,3.1,20.2,3.0
Magnolia grandiflora,3.1,16.2,3.0
Magnolia grandiflora,3.1,16.2,3.0
Magnolia grandiflora,3.1,16.2,3.0
Ilex aquifolium,3.1,26.7,3.5
Ilex aquifolium,3.1,26.7,3.5
Pyrus calleryana,3.1,18.8,4.0
Morus alba,153.9,135.4,9.0
Cupressus sempervirens,0.8,33.8,6.0
Cupressus sempervirens,0.8,23.0,5.0
Fagus sylvatica,0.8,10.8,4.0
Fagus sylvatica,0.8,2.8,3.5
Tilia cordata,1.8,8.9,4.0
Fagus sylvatica,0.8,4.8,4.0
Fagus sylvatica,0.2,1.3,3.0
Cupressus sempervirens,0.8,28.1,6.0
Cupressus sempervirens,0.2,18.2,5.0
Cupressus sempervirens,0.8,22.9,5.0
Cupressus sempervirens,0.8,22.9,5.0
Fagus sylvatica,0.2,2.8,3.5
Tilia cordata,7.1,15.0,5.0
Tilia cordata,3.1,15.0,4.5
Cupressus sempervirens,0.8,28.1,6.0
Quercus robur,0.8,7.2,2.5
Quercus robur,0.8,17.4,4.0
Quercus robur,0.8,13.4,4.0
Quercus robur,0.8,13.4,4.0
Quercus robur,0.8,13.4,4.0
Quercus robur,0.8,13.4,4.0
Fraxinus excelsior,3.1,16.5,4.0
Quercus robur,0.8,17.4,4.0
Quercus robur,3.1,22.1,3.5
Quercus robur,1.8,10.0,4.0
Quercus robur,3.1,22.1,4.5
Quercus robur,1.8,27.3,4.0
Cupressus sempervirens,0.8,40.3,5.0
Lagerstroemia indica,0.8,3.8,2.5
Lagerstroemia indica,0.8,3.8,2.5
Lagerstroemia indica,0.8,3.8,2.5
Lagerstroemia indica,0.8,3.8,2.5
Lagerstroemia indica,3.1,3.8,2.5
Quercus rubra,4.9,17.5,4.0
Quercus rubra,12.6,33.2,6.0
Quercus rubra,12.6,47.0,5.0
Quercus rubra,12.6,47.0,5.0
Quercus rubra,38.5,94.5,9.0
Quercus rubra,12.6,27.3,6.0
Quercus rubra,7.1,22.1,5.0
Quercus rubra,12.6,55.0,6.0
Quercus rubra,12.6,27.3,5.0
Quercus rubra,4.9,7.4,4.0
Quercus rubra,19.6,73.2,7.0
Quercus rubra,7.1,13.6,4.5
Quercus rubra,12.6,27.3,5.0
Quercus rubra,7.1,22.1,4.0
Quercus rubra,12.6,22.1,5.0
Quercus rubra,19.6,55.0,5.0
Fraxinus,12.6,37.1,5.0
Fraxinus,12.6,37.1,5.0
Fraxinus,12.6,87.4,6.0
Fraxinus,19.6,55.4,6.0
Liriodendron tulipifera,3.1,38.2,6.0
Fraxinus,7.1,43.3,4.0
Fraxinus,28.3,113.3,6.0
Fraxinus,7.1,2.5,6.0
Fraxinus,7.1,75.8,6.0
Fraxinus,3.1,23.9,5.0
Fraxinus,28.3,176.8,6.0
Fraxinus,28.3,159.5,6.0
Fraxinus,0.8,28.3,3.5
Fraxinus,28.3,87.4,6.0
Fraxinus,28.3,87.4,6.0
Platanus,254.5,7083.7,22.0
Platanus,314.2,4369.9,20.0
Tilia x europaea,28.3,205.5,7.0
Tilia x europaea,12.6,66.3,6.0
Tilia x europaea,28.3,205.5,8.0
Tilia x europaea,12.6,79.0,4.5
Abies alba,19.6,63.8,10.0
Tilia x europaea,12.6,183.2,7.0
Tilia x europaea,50.3,162.3,8.0
Picea abies,12.6,178.1,20.0
Pseudotsuga menziesii,12.6,101.2,20.0
Pseudotsuga menziesii,12.6,26.3,11.0
Pseudotsuga menziesii,33.2,81.8,12.0
Pseudotsuga menziesii,38.5,83.8,12.0
Tilia x europaea,50.3,281.6,8.0
Tilia x europaea,33.2,310.0,8.0
Paulownia tomentosa,28.3,495.1,14.0
Celtis australis,38.5,103.6,13.0
Koelreuteria paniculata,38.5,1067.8,8.0
Platanus x hispanica,314.2,7083.7,24.0
Platanus x hispanica,452.4,7500.0,25.0
Ulmus pumila,153.9,2842.8,20.0
Prunus,38.5,192.6,6.0
Celtis australis,50.3,1.1,9.0
Liriodendron tulipifera,12.6,59.3,11.0
Liriodendron tulipifera,3.1,8.4,5.0
Acer platanoides,12.6,369.7,9.0
Acer campestre,0.8,11.2,2.0
Acer platanoides,28.3,513.7,11.0
Prunus mahaleb,50.3,120.9,6.0
Prunus,10.9,123.1,5.0
Acer campestre,3.1,24.6,3.5
Acer campestre,9.6,50.0,4.0
Acer campestre,3.1,20.0,3.5
Acer campestre,28.3,32.8,6.0
Acer campestre,9.1,52.9,5.2
Acer campestre,9.1,52.9,5.2
Acer negundo,63.6,148.5,7.0
Acer negundo,113.1,240.3,8.0
Acer negundo,153.9,339.4,13.0
Acer negundo,113.1,319.1,13.0
Acer negundo,113.1,240.3,8.0
Acer negundo,41.1,244.8,8.7
Acer negundo,38.5,175.0,7.0
Acer negundo,38.5,130.1,9.0
Acer platanoides,25.9,145.1,6.9
Acer platanoides,25.9,145.1,6.9
Acer platanoides,25.9,145.1,6.9
Acer platanoides,25.9,145.1,6.9
Acer platanoides,25.9,145.1,6.9
Acer platanoides,25.9,145.1,6.9
Acer platanoides,25.9,145.1,6.9
Acer platanoides,25.9,145.1,6.9
Acer platanoides,25.9,145.1,6.9
Acer platanoides,25.9,145.1,6.9
Acer platanoides,25.9,145.1,6.9
Acer platanoides,25.9,145.1,6.9
Acer platanoides,25.9,145.1,6.9
Nerium oleander,4.9,16.9,4.0
Nerium oleander,3.1,16.5,3.5
Tilia x europaea,7.1,310.0,15.0
Tilia x europaea,0.8,0.8,8.0
Ligustrum lucidum,19.8,175.6,7.0
Liquidambar styraciflua,28.3,24.6,7.0
Cedrus deodara,132.7,3450.9,21.5
Cedrus deodara,176.7,5375.8,25.0
Fraxinus excelsior,7.1,93.3,12.0
Fraxinus excelsior,50.3,258.9,12.0
Abies alba,7.1,212.9,10.0
Abies alba,38.5,220.5,15.0
Abies alba,7.1,61.9,8.0
Abies alba,7.1,75.9,12.0
Cedrus libani,19.6,2268.7,22.0
Celtis australis,7.1,51.0,20.0
Diospyros lotus,12.6,16.1,7.0
Fraxinus ornus,12.6,1117.9,25.0
Prunus,7.1,235.9,7.0
Robinia pseudoacacia,19.6,180.9,20.0
Pyrus,12.6,50.6,5.0
Pyrus,7.1,102.3,6.0
Aesculus hippocastanum,28.3,210.3,8.0
Acer palmatum,19.4,184.0,1.5
Quercus rubra,3.1,17.5,4.0
Tilia x europaea,28.3,310.0,8.0
Tilia x europaea,7.1,108.2,6.0
Tilia x europaea,63.6,554.9,10.0
Tilia x europaea,78.5,832.2,10.0
Tilia x europaea,78.5,939.2,10.0
Tilia x europaea,78.5,1053.7,10.0
Tilia x europaea,50.3,405.0,10.0
Carpinus betulus,12.6,350.3,14.0
Carpinus betulus,28.3,128.3,12.0
Carpinus betulus,28.3,128.3,10.0
Carpinus betulus,38.5,142.3,12.0
Carpinus betulus,38.5,80.8,14.0
Carpinus betulus,38.5,206.8,13.0
Celtis australis,50.3,42.0,9.0
Fraxinus ornus,19.2,92.6,6.7
Fraxinus ornus,19.2,92.6,6.7
Fraxinus ornus,19.2,92.6,6.7
Fraxinus ornus,19.2,92.6,6.7
Fraxinus ornus,19.2,92.6,6.7
Fraxinus ornus,19.2,92.6,6.7
Fraxinus ornus,19.2,92.6,6.7
Fraxinus ornus,19.2,92.6,6.7
Fagus sylvatica,50.3,45.7,8.0
Acer campestre,9.1,52.9,5.2
Acer campestre,9.1,52.9,5.2
Celtis australis,35.2,57.6,8.3
Celtis australis,35.2,57.6,8.3
Fraxinus ornus,19.2,92.6,6.7
Aesculus hippocastanum,7.1,53.8,6.0
Aesculus hippocastanum,50.3,887.0,12.0
Aesculus hippocastanum,28.3,516.5,12.0
Aesculus hippocastanum,50.3,118.2,8.0
Aesculus hippocastanum,12.6,245.5,7.0
Aesculus hippocastanum,28.3,516.5,12.0
Aesculus hippocastanum,50.3,1384.6,12.0
Aesculus hippocastanum,28.3,94.3,8.0
Aesculus hippocastanum,28.3,259.2,12.0
Aesculus hippocastanum,28.3,210.3,8.0
Aesculus hippocastanum,50.3,444.3,9.0
Aesculus hippocastanum,12.6,360.5,8.0
Aesculus hippocastanum,28.3,498.7,8.0
Aesculus hippocastanum,28.3,360.5,8.0
Aesculus hippocastanum,28.3,378.1,6.0
Aesculus hippocastanum,28.3,156.1,6.0
Aesculus hippocastanum,50.3,670.6,9.0
Aesculus hippocastanum,7.1,69.9,5.0
Aesculus hippocastanum,28.3,861.1,8.0
Aesculus hippocastanum,28.3,253.9,10.0
Aesculus hippocastanum,50.3,1684.9,12.0
Aesculus hippocastanum,12.6,242.6,6.0
Aesculus hippocastanum,28.3,364.1,9.0
Aesculus hippocastanum,63.6,1684.9,12.0
Aesculus hippocastanum,28.3,287.0,7.0
Aesculus hippocastanum,28.3,360.5,8.0
Aesculus hippocastanum,28.3,245.5,7.0
Aesculus hippocastanum,28.3,1684.9,12.0
Aesculus hippocastanum,38.5,887.0,12.0
Aesculus hippocastanum,28.3,78.2,12.0
Aesculus hippocastanum,50.3,2021.6,12.0
Aesculus hippocastanum,28.3,245.5,7.0
Aesculus hippocastanum,12.6,69.9,5.0
Aesculus hippocastanum,38.5,259.2,12.0
Aesculus hippocastanum,28.3,1384.6,12.0
Aesculus hippocastanum,28.3,92.9,7.0
Aesculus hippocastanum,50.3,1684.9,12.0
Aesculus hippocastanum,28.3,162.4,9.0
Aesculus hippocastanum,28.3,156.1,6.0
Aesculus hippocastanum,28.3,1358.3,9.0
Aesculus hippocastanum,7.1,156.1,6.0
Aesculus hippocastanum,28.3,92.9,7.0
Aesculus hippocastanum,12.6,46.2,6.0
Aesculus hippocastanum,78.5,3262.7,12.0
Aesculus hippocastanum,50.3,494.1,7.0
Aesculus hippocastanum,78.5,2809.2,12.0
Aesculus hippocastanum,78.5,2166.7,12.0
Aesculus hippocastanum,50.3,2166.7,12.0
Aesculus hippocastanum,38.5,2021.6,12.0
Aesculus hippocastanum,63.6,1367.2,10.0
Aesculus hippocastanum,7.1,242.6,6.0
Aesculus hippocastanum,28.3,516.5,12.0
Aesculus hippocastanum,3.1,88.4,4.0
Aesculus hippocastanum,50.3,2809.2,12.0
Aesculus hippocastanum,78.5,2021.6,12.0
Aesculus hippocastanum,38.5,874.3,10.0
Aesculus hippocastanum,78.5,2021.6,12.0
Aesculus hippocastanum,78.5,887.0,12.0
Aesculus hippocastanum,78.5,2809.2,12.0
Aesculus hippocastanum,19.6,676.0,10.0
Aesculus hippocastanum,3.1,16.5,3.0
Carpinus betulus,12.6,45.5,6.0
Carpinus betulus,153.9,930.2,10.0
Platanus x acerifolia 'Bloodgood',19.6,136.1,9.0
Platanus x acerifolia 'Bloodgood',12.6,107.8,10.0
Platanus x hispanica,314.2,7500.0,25.0
Platanus x acerifolia 'Bloodgood',28.3,107.8,9.0
Platanus x acerifolia 'Bloodgood',50.3,593.0,10.0
Platanus x acerifolia 'Bloodgood',12.6,95.1,8.0
Platanus x acerifolia 'Bloodgood',19.6,136.1,9.0
Platanus x acerifolia 'Bloodgood',12.6,186.1,8.0
Platanus x acerifolia 'Bloodgood',12.6,186.1,9.0
Platanus x acerifolia 'Bloodgood',12.6,186.1,9.0
Platanus x acerifolia 'Bloodgood',38.5,291.5,9.0
Platanus x acerifolia 'Bloodgood',38.5,426.4,10.0
Platanus x acerifolia 'Bloodgood',12.6,72.6,7.0
Platanus x acerifolia 'Bloodgood',50.3,316.0,10.0
Platanus x acerifolia 'Bloodgood',28.3,291.5,12.0
Platanus x hispanica,314.2,7500.0,25.0
Platanus x acerifolia 'Bloodgood',12.6,95.1,6.0
Platanus x acerifolia 'Bloodgood',12.6,83.4,6.0
Platanus x acerifolia 'Bloodgood',12.6,83.4,7.0
Platanus x acerifolia 'Bloodgood',12.6,53.6,6.0
Platanus x acerifolia 'Bloodgood',28.3,136.1,10.0
Platanus x acerifolia 'Bloodgood',7.1,31.3,6.0
Platanus x acerifolia 'Bloodgood',7.1,53.6,7.0
Platanus x acerifolia 'Bloodgood',7.1,53.6,6.0
Platanus x acerifolia 'Bloodgood',7.1,45.3,7.0
Platanus x acerifolia 'Bloodgood',28.3,95.1,9.0
Platanus x acerifolia 'Bloodgood',19.6,83.4,10.0
Platanus x acerifolia 'Bloodgood',38.5,186.1,11.0
Platanus x acerifolia 'Bloodgood',28.3,186.1,11.0
Platanus x acerifolia 'Bloodgood',63.6,426.4,12.0
Platanus x acerifolia 'Bloodgood',28.3,168.4,10.0
Platanus x acerifolia 'Bloodgood',28.3,426.4,12.0
Platanus x acerifolia 'Bloodgood',19.6,107.8,11.0
Platanus x acerifolia 'Bloodgood',63.6,522.4,12.0
Platanus x acerifolia 'Bloodgood',38.5,245.9,11.0
Platanus x acerifolia 'Bloodgood',38.5,245.9,10.0
Platanus x acerifolia 'Bloodgood',19.6,62.6,10.0
Platanus x hispanica,176.7,5640.1,17.0
Platanus x hispanica,530.9,7500.0,26.0
Platanus x hispanica,380.1,5640.1,26.0
Platanus x hispanica,452.4,7500.0,27.0
Prunus cerasifera,12.6,19.0,4.0
Fraxinus ornus,19.2,92.6,6.7
Fraxinus ornus,19.2,92.6,6.7
Celtis australis,78.5,128.4,13.0
Celtis australis,9.6,17.5,4.5
Celtis australis,12.6,23.9,6.0
Celtis australis,12.6,19.6,6.0
Celtis australis,28.3,28.7,7.0
Ginkgo biloba,4.9,17.0,4.0
Acer platanoides,25.9,145.1,6.9
Celtis australis,50.3,51.0,8.0
Pinus nigra,28.3,133.8,12.0
Acer campestre,9.1,52.9,5.2
Fraxinus,38.5,181.1,7.0
Fraxinus,3.1,28.9,4.0
Fraxinus,12.6,84.8,5.0
Fagus sylvatica,1.8,24.8,6.0
Fagus sylvatica,1.8,10.8,4.0
Fagus sylvatica,1.8,74.1,6.0
Fagus sylvatica,1.8,74.1,6.0
Fagus sylvatica,3.1,45.7,6.0
Fagus sylvatica,1.8,10.8,3.5
Fagus sylvatica,1.8,7.5,3.5
Fagus sylvatica,3.1,19.4,4.0
Liriodendron tulipifera,12.6,76.5,8.0
Liriodendron tulipifera,50.3,203.9,12.0
Liriodendron tulipifera,0.8,8.4,5.0
Liriodendron tulipifera,3.1,38.2,6.0
Liriodendron tulipifera,3.1,38.2,6.0
Liriodendron tulipifera,12.6,59.3,6.0
Liriodendron tulipifera,19.6,96.3,8.0
Liriodendron tulipifera,12.6,96.3,8.0
Liriodendron tulipifera,12.6,59.3,8.0
Liriodendron tulipifera,12.6,131.1,8.0
Liriodendron tulipifera,12.6,131.1,8.0
Liriodendron tulipifera,12.6,76.5,8.0
Liriodendron tulipifera,12.6,76.5,8.0
Liriodendron tulipifera,19.6,96.3,8.0
Liriodendron tulipifera,12.6,59.3,6.0
Liriodendron tulipifera,3.1,38.2,6.0
Liriodendron tulipifera,12.6,131.1,8.0
Liriodendron tulipifera,12.6,38.2,6.0
Liriodendron tulipifera,19.6,203.9,10.0
Liriodendron tulipifera,19.6,118.8,9.0
Liriodendron tulipifera,12.6,38.2,8.0
Liriodendron tulipifera,12.6,38.2,7.0
Liriodendron tulipifera,12.6,38.2,6.0
Celtis australis,38.5,44.9,6.0
Quercus robur,3.1,22.1,4.0
Quercus robur,3.1,22.1,4.0
Quercus robur,3.1,22.1,4.0
Quercus robur,3.1,22.1,5.0
Quercus robur,3.1,33.2,7.0
Quercus robur,3.1,33.2,7.0
Quercus robur,3.1,33.2,5.0
Prunus cerasifera,12.6,33.1,6.0
Prunus cerasifera,28.3,161.6,9.0
Prunus cerasifera,28.3,145.0,8.0
Prunus cerasifera,50.3,198.0,8.0
Prunus cerasifera,28.3,161.6,7.5
Quercus rubra,19.6,94.5,7.0
Quercus rubra,19.6,94.5,6.0
Quercus rubra,19.6,162.5,7.0
Quercus rubra,19.6,94.5,6.0
Quercus rubra,19.6,94.5,6.0
Quercus rubra,7.1,73.2,6.0
Carpinus betulus,9.6,38.5,5.0
Carpinus betulus,7.1,38.5,5.0
Carpinus betulus,4.9,38.5,4.5
Carpinus betulus,4.9,26.5,4.5
Carpinus betulus,0.8,17.0,3.0
Carpinus betulus,4.9,26.5,5.0
Carpinus betulus,63.6,264.8,9.0
Carpinus betulus,50.3,206.8,8.0
Carpinus betulus,7.1,32.2,6.0
Tilia x vulgaris,0.8,5.1,2.0
Tilia x vulgaris,7.1,52.0,5.0
Tilia x vulgaris,7.1,37.9,5.0
Tilia x vulgaris,7.1,68.6,5.0
Tilia x vulgaris,7.1,37.9,5.0
Tilia x vulgaris,7.1,87.9,5.0
Tilia x vulgaris,7.1,68.6,5.0
Tilia x vulgaris,7.1,77.9,5.0
Tilia x vulgaris,7.1,68.6,5.0
Tilia x vulgaris,7.1,87.9,5.0
Tilia x vulgaris,7.1,68.6,5.0
Tilia x vulgaris,3.1,87.9,4.0
Tilia x vulgaris,7.1,37.9,5.0
Tilia x vulgaris,7.1,37.9,5.0
Tilia x vulgaris,3.1,10.1,3.0
Tilia x vulgaris,7.1,68.6,6.0
Liriodendron tulipifera,7.1,22.4,5.0
Prunus cerasifera,4.9,21.3,4.0
Prunus cerasifera,4.9,33.1,4.0
Prunus cerasifera,1.8,12.3,3.5
Prunus cerasifera,1.8,12.3,3.5
Prunus cerasifera,38.5,260.9,12.0
Prunus cerasifera,38.5,260.9,11.0
Prunus cerasifera,28.3,260.9,11.0
Prunus cerasifera,3.1,12.3,4.0
Prunus cerasifera,50.3,361.2,12.0
Prunus cerasifera,38.5,115.0,10.0
Prunus cerasifera,38.5,129.5,10.0
Prunus cerasifera,12.6,33.1,6.0
Liriodendron tulipifera,9.6,22.4,5.0
Prunus cerasifera,1.8,8.9,3.5
Prunus cerasifera,3.1,12.3,3.5
Prunus cerasifera,28.3,33.1,7.0
Prunus cerasifera,28.3,33.1,7.0
Prunus cerasifera,50.3,260.9,9.0
Prunus cerasifera,1.8,12.3,4.0
Prunus cerasifera,1.8,8.9,4.0
Prunus cerasifera,38.5,260.9,9.0
Carpinus betulus,19.6,45.5,7.0
Carpinus betulus,19.6,45.5,7.0
Carpinus betulus,12.6,45.5,7.0
Carpinus betulus,7.1,45.5,7.0
Carpinus betulus,12.6,61.7,7.0
Carpinus betulus,12.6,61.7,7.0
Carpinus betulus,12.6,61.7,7.0
Carpinus betulus,12.6,61.7,7.0
Carpinus betulus,7.1,45.5,7.0
Carpinus betulus,12.6,61.7,7.0
Carpinus betulus,7.1,45.5,7.0
Carpinus betulus,7.1,45.5,7.0
Tilia cordata,12.6,39.0,6.0
Tilia cordata,4.9,11.7,4.0
Tilia cordata,7.1,18.8,4.0
Tilia cordata,12.6,23.1,5.0
Tilia cordata,28.3,52.4,7.0
Tilia cordata,28.3,68.2,7.0
Acer platanoides,25.9,145.1,6.9
Acer platanoides,25.9,145.1,6.9
Acer platanoides,25.9,145.1,6.9
Acer platanoides,25.9,145.1,6.9
Acer platanoides,25.9,145.1,6.9
Acer pseudoplatanus,17.8,161.5,7.6
Acer pseudoplatanus,19.6,897.2,11.0
Acer pseudoplatanus,113.1,591.1,10.0
Acer rubrum,19.6,232.5,7.0
Acer saccharinum,34.3,297.7,10.3
Acer saccharinum,34.3,297.7,10.3
Acer saccharinum,34.3,297.7,10.3
Acer saccharinum,34.3,297.7,10.3
Aesculus hippocastanum,32.7,487.0,8.4
Aesculus hippocastanum,32.7,487.0,8.4
Aesculus hippocastanum,32.7,487.0,8.4
Aesculus hippocastanum,32.7,487.0,8.4
Aesculus hippocastanum,32.7,487.0,8.4
Aesculus hippocastanum,32.7,487.0,8.4
Aesculus hippocastanum,32.7,487.0,8.4
Aesculus hippocastanum,32.7,487.0,8.4
Aesculus hippocastanum,32.7,487.0,8.4
Aesculus hippocastanum,28.3,293.3,9.0
Aesculus hippocastanum,63.6,887.0,12.0
Aesculus hippocastanum,38.5,179.4,9.5
Aesculus hippocastanum,38.5,164.4,10.0
Aesculus hippocastanum,19.6,231.5,9.0
Aesculus hippocastanum,28.3,180.4,10.0
Aesculus hippocastanum,38.5,148.3,9.5
Ailanthus altissima,46.2,2113.4,13.7
Ailanthus altissima,46.2,2113.4,13.7
Ailanthus altissima,46.2,2113.4,13.7
Ailanthus altissima,46.2,2113.4,13.7
Ailanthus altissima,46.2,2113.4,13.7
Ailanthus altissima,46.2,2113.4,13.7
Ailanthus altissima,46.2,2113.4,13.7
Ailanthus altissima,46.2,2113.4,13.7
Betula pendula,19.6,170.7,12.0
Betula pendula,28.3,124.5,6.0
Betula pendula,38.5,358.0,14.0
Betula pendula,19.6,466.8,14.0
Betula pendula,63.6,486.7,17.0
Betula pendula,50.3,545.5,14.0
Betula pendula,28.3,225.8,11.0
Betula pendula,113.1,314.1,13.0
Betula pendula,4.9,48.4,6.0
Betula pendula,4.9,17.8,6.0
Betula pendula,28.3,86.7,8.0
Betula pendula,19.6,349.7,14.0
Betula pendula,19.6,56.8,8.0
Betula pendula,19.6,188.0,12.0
Betula pendula,12.6,170.7,12.0
Betula pendula,12.6,124.5,12.0
Betula pendula,63.6,545.5,10.5
Betula pendula,4.9,48.4,6.0
Betula pendula,7.1,13.7,6.0
Betula pendula,4.9,34.0,6.0
Betula pendula,17.2,150.5,8.3
Betula pendula,28.3,56.8,10.0
Betula pendula,12.6,170.7,12.0
Betula pendula,12.6,124.5,12.0
Betula pendula,19.6,818.0,14.0
Betula pendula,19.6,457.0,14.0
Betula pendula,50.3,124.5,14.0
Betula pendula,17.2,150.5,8.3
Betula pendula,12.6,124.5,12.0
Betula pendula,28.3,75.9,12.0
Betula pendula,50.3,457.0,14.0
Betula pendula,12.6,124.5,10.0
Betula pendula,78.5,375.0,12.0
Betula pendula,19.6,466.8,14.0
Betula pendula,12.6,86.7,10.0
Betula pendula,50.3,420.3,13.0
Carpinus betulus,50.3,102.9,14.0
Carpinus betulus,50.3,157.1,13.0
Fraxinus angustifolia,28.3,24.5,7.0
Carpinus betulus,12.6,91.4,14.0
Carpinus betulus,12.6,91.4,7.0
Carpinus betulus,78.5,115.2,8.0
Carpinus betulus,10.1,81.0,6.2
Carpinus betulus,28.3,70.8,11.0
Carpinus betulus,78.5,264.8,12.0
Carpinus betulus,10.1,81.0,6.2
Cedrus atlantica,59.1,1029.9,17.1
Cedrus atlantica,176.7,959.6,20.0
Cedrus atlantica,78.5,342.2,12.0
Cedrus atlantica,59.1,1022.9,17.1
Cedrus atlantica,201.1,657.7,14.0
Cedrus deodara,78.5,1019.2,20.0
Cedrus deodara,78.5,1023.9,20.0
Cedrus deodara,78.5,1019.2,20.0
Celtis australis,95.0,157.1,15.0
Celtis australis,113.1,172.4,14.0
Cedrus deodara,68.8,1433.0,18.9
Cedrus deodara,176.7,3530.7,23.0
Cedrus deodara,68.8,1439.6,18.9
Cedrus deodara,68.8,1437.4,18.9
Cedrus deodara,68.8,1439.6,18.9
Cedrus deodara,68.8,1430.7,18.9
Cedrus deodara,68.8,1435.2,18.9
Cedrus deodara,68.8,1430.7,18.9
Cedrus deodara,68.8,1437.4,18.9
Cedrus deodara,68.8,1439.6,18.9
Cedrus deodara,68.8,1435.2,18.9
Cedrus deodara,68.8,1439.6,18.9
Cedrus deodara,68.8,1435.2,18.9
Cedrus deodara,28.3,387.0,13.0
Cedrus deodara,68.8,1435.2,18.9
Cedrus deodara,113.1,2100.5,26.0
Cedrus deodara,68.8,1437.4,18.9
Cedrus deodara,113.1,755.9,24.0
Cedrus deodara,50.3,553.9,18.0
Cedrus deodara,113.1,1186.6,18.0
Cedrus deodara,68.8,1439.6,18.9
Cedrus deodara,68.8,1439.6,18.9
Cedrus deodara,68.8,1439.6,18.9
Cedrus deodara,68.8,1433.0,18.9
Cedrus deodara,68.8,1439.6,18.9
Cedrus deodara,38.5,646.8,21.0
Cedrus deodara,68.8,1439.6,18.9
Cedrus deodara,68.8,1439.6,18.9
Cedrus deodara,68.8,1430.7,18.9
Cedrus deodara,68.8,1433.0,18.9
Cedrus deodara,68.8,1430.7,18.9
Cedrus deodara,68.8,1439.6,18.9
Cedrus deodara,68.8,1439.6,18.9
Cedrus deodara,68.8,1439.6,18.9
Cedrus deodara,113.1,1146.8,22.0
Cedrus deodara,50.3,820.1,14.0
Cedrus deodara,78.5,1035.7,22.0
Cedrus deodara,50.3,973.6,14.0
Cedrus deodara,78.5,828.3,14.0
Cedrus deodara,50.3,526.4,14.0
Cedrus deodara,50.3,524.0,14.0
Cedrus deodara,50.3,448.7,20.0
Cedrus deodara,68.8,1433.0,18.9
Cedrus deodara,50.3,909.4,14.0
Cedrus deodara,78.5,1023.9,20.0
Cedrus deodara,78.5,1016.9,20.0
Cedrus deodara,78.5,1019.2,20.0
Cedrus deodara,153.9,1043.2,18.0
Cedrus deodara,113.1,1135.2,17.0
Cedrus deodara,38.5,443.5,13.0
Cedrus deodara,201.1,2258.8,20.0
