Name,Canopy,Carbon,Height
Clerodendrum trichotomum,7.1,44.3,3.0
Clerodendrum trichotomum,12.6,65.4,4.0
Clerodendrum trichotomum,12.6,52.7,4.0
Clerodendrum trichotomum,12.6,41.7,4.5
Fraxinus angustifolia,28.3,174.3,7.0
Fraxinus angustifolia,50.3,254.0,8.0
Fraxinus angustifolia,38.5,124.9,6.0
Fraxinus angustifolia,19.6,64.1,5.0
Fraxinus angustifolia,28.3,254.7,7.0
Ligustrum japonicum,7.1,38.8,3.5
Ligustrum japonicum,9.6,61.7,4.0
Ligustrum japonicum,7.1,25.5,3.0
Ligustrum japonicum,12.6,78.6,4.0
Ligustrum japonicum,1.8,11.1,2.5
Ligustrum japonicum,9.6,53.9,3.0
Ligustrum japonicum,9.6,39.7,4.0
Ligustrum japonicum,12.6,37.4,4.0
Ligustrum japonicum,9.6,30.7,4.0
Liquidambar styraciflua,12.6,39.1,9.0
Liquidambar styraciflua,28.3,16.6,8.0
Liquidambar styraciflua,12.6,24.5,9.0
Parrotia persica,1.8,5.4,3.0
Liquidambar styraciflua,9.6,23.2,5.0
Liquidambar styraciflua,28.3,39.1,7.0
Liquidambar styraciflua,19.6,17.6,5.0
Liquidambar styraciflua,19.6,27.1,7.0
Liquidambar styraciflua,28.3,44.3,8.0
Liquidambar styraciflua,19.6,20.9,7.0
Liquidambar styraciflua,28.3,34.3,7.0
Liquidambar styraciflua,28.3,49.6,9.0
Fagus sylvatica,7.1,308.9,7.0
Fagus sylvatica,7.1,308.9,8.0
Acer rubrum,7.1,35.3,7.0
Acer saccharinum,12.6,34.3,7.0
Acer rubrum,3.1,15.1,8.0
Acer saccharinum,63.6,454.9,13.0
Acer rubrum,7.1,20.8,6.0
Acer rubrum,7.1,29.4,6.0
Acer rubrum,19.6,75.6,7.0
Acer campestre,28.3,74.0,7.0
Acer rubrum,28.3,75.6,9.0
Acer campestre,38.5,98.0,9.0
Acer campestre,28.3,45.1,7.0
Acer saccharinum,50.3,692.9,16.0
Acer campestre,28.3,37.7,8.0
Tilia cordata,3.1,8.9,5.0
Acer saccharinum,19.6,156.8,15.0
Tilia cordata,63.6,1239.4,15.0
Acer saccharinum,95.0,993.4,16.0
Acer rubrum,12.6,31.3,10.0
Acer rubrum,63.6,49.3,10.0
Tilia cordata,38.5,1026.2,20.0
Acer saccharinum,50.3,719.7,13.0
Tilia cordata,28.3,1026.2,15.0
Tilia cordata,7.1,15.0,4.0
Acer saccharinum,78.5,673.4,14.0
Tilia cordata,4.9,11.7,3.5
Tilia cordata,38.5,1108.7,15.0
Tilia cordata,28.3,1026.2,18.0
Tilia cordata,38.5,1239.4,18.0
Acer rubrum,7.1,17.8,7.0
Tilia cordata,50.3,1151.3,15.0
Acer saccharinum,50.3,864.1,14.0
Fagus sylvatica,0.8,308.9,4.0
Tilia cordata,38.5,1108.7,18.0
Fagus sylvatica,0.8,308.9,4.0
Tilia cordata,38.5,1239.4,18.0
Acer rubrum,38.5,46.8,11.0
Acer platanoides,50.3,282.5,12.0
Tilia cordata,28.3,1026.2,19.0
Acer saccharinum,63.6,323.6,11.0
Tilia cordata,38.5,1026.2,19.0
Acer rubrum,7.1,22.3,5.0
Tilia cordata,4.9,11.7,4.0
Tilia cordata,50.3,1026.2,21.0
Acer campestre,12.6,28.0,6.0
Acer saccharinum,50.3,324.9,15.0
Acer saccharinum,28.3,281.5,14.0
Tilia cordata,38.5,1026.2,21.0
Acer campestre,28.3,41.5,6.0
Tilia cordata,38.5,1026.2,21.0
Acer saccharinum,50.3,265.3,9.0
Acer campestre,28.3,71.0,7.0
Acer rubrum,7.1,17.8,5.0
Tilia cordata,7.1,15.0,4.0
Acer rubrum,28.3,54.6,10.0
Tilia cordata,63.6,1284.8,21.0
Acer saccharinum,28.3,32.2,8.0
Acer saccharinum,19.6,143.9,10.0
Acer saccharinum,28.3,183.4,10.0
Acer rubrum,7.1,11.5,5.0
Liriodendron tulipifera,12.6,131.1,8.0
Fagus sylvatica,0.8,308.9,4.0
Liriodendron tulipifera,12.6,131.1,10.0
Liriodendron tulipifera,3.1,4.1,4.0
Liriodendron tulipifera,3.1,8.4,6.0
Liriodendron tulipifera,4.9,38.2,6.0
Liriodendron tulipifera,7.1,38.2,6.5
Robinia pseudoacacia,63.6,987.8,12.0
Liriodendron tulipifera,3.1,11.2,5.0
Liquidambar styraciflua,7.1,24.6,5.5
Liquidambar styraciflua,3.1,14.4,4.0
Liquidambar styraciflua,12.6,38.4,6.0
Liquidambar styraciflua,12.6,49.6,6.0
Liquidambar styraciflua,12.6,62.6,6.0
Liquidambar styraciflua,15.9,62.6,6.0
Liquidambar styraciflua,12.6,49.6,6.0
Liquidambar styraciflua,3.1,14.4,5.0
Liquidambar styraciflua,1.8,9.3,3.0
Robinia pseudoacacia,50.3,363.7,9.0
Liquidambar styraciflua,1.8,5.5,3.0
Liquidambar styraciflua,3.1,28.8,4.0
Liquidambar styraciflua,3.1,14.4,3.0
Liquidambar styraciflua,3.1,24.6,4.0
Liquidambar styraciflua,7.1,38.4,4.0
Liriodendron tulipifera,1.8,8.4,3.5
Liquidambar styraciflua,12.6,49.6,5.0
Liquidambar styraciflua,9.6,24.6,4.0
Liquidambar styraciflua,7.1,85.6,8.0
Liriodendron tulipifera,4.9,11.2,4.0
Liriodendron tulipifera,3.1,14.4,4.0
Liquidambar styraciflua,12.6,134.1,7.0
Liquidambar styraciflua,3.1,24.6,5.0
Liquidambar styraciflua,4.9,28.8,6.0
Liquidambar styraciflua,3.1,38.4,6.0
Liquidambar styraciflua,12.6,85.6,7.0
Liquidambar styraciflua,7.1,38.4,6.0
Liquidambar styraciflua,28.3,157.2,7.0
Parrotia persica,1.8,5.4,3.5
Catalpa bignonioides,50.3,166.5,8.0
Parrotia persica,38.5,117.1,7.0
Prunus padus,38.5,146.4,8.0
Parrotia persica,28.3,61.9,6.0
Prunus padus,38.5,173.1,8.0
Catalpa bignonioides,28.3,422.2,9.0
Catalpa bignonioides,50.3,516.2,10.0
Parrotia persica,3.1,8.6,3.5
Prunus padus,38.5,131.6,8.0
Prunus padus,28.3,104.8,7.0
Catalpa bignonioides,50.3,253.0,12.0
Prunus padus,28.3,113.2,9.0
Catalpa bignonioides,78.5,443.3,11.0
Parrotia persica,28.3,88.7,7.0
Parrotia persica,28.3,96.3,7.0
Parrotia persica,3.1,6.9,3.5
Catalpa bignonioides,63.6,145.0,7.0
Catalpa bignonioides,63.6,526.3,13.0
Aesculus hippocastanum,113.1,1096.5,9.0
Aesculus hippocastanum,28.3,79.5,5.0
Aesculus hippocastanum,78.5,864.4,8.5
Aesculus hippocastanum,12.6,78.1,4.0
Aesculus hippocastanum,0.8,12.9,3.0
Aesculus hippocastanum,78.5,1665.0,10.0
Aesculus hippocastanum,3.1,31.2,3.5
Aesculus hippocastanum,3.1,25.8,3.5
Aesculus hippocastanum,3.1,31.2,3.5
Aesculus hippocastanum,3.1,31.2,3.5
Aesculus hippocastanum,7.1,51.7,4.0
Aesculus hippocastanum,132.7,2795.2,11.0
Aesculus hippocastanum,132.7,3262.7,12.0
Aesculus hippocastanum,132.7,887.0,12.0
Aesculus hippocastanum,113.1,791.3,10.0
Aesculus hippocastanum,3.1,20.7,3.0
Aesculus hippocastanum,95.0,1358.3,9.0
Aesculus hippocastanum,4.9,44.4,4.0
Aesculus hippocastanum,95.0,1375.9,11.0
Aesculus hippocastanum,95.0,874.3,10.0
Aesculus hippocastanum,95.0,1104.1,10.0
Aesculus hippocastanum,4.9,16.8,3.5
Aesculus hippocastanum,4.9,21.0,3.5
Aesculus hippocastanum,4.9,25.8,3.5
Aesculus hippocastanum,1.8,16.5,3.0
Aesculus hippocastanum,95.0,1100.3,9.5
Prunus padus,19.6,81.4,5.0
Aesculus hippocastanum,15.9,31.9,4.5
Aesculus hippocastanum,38.5,113.9,5.5
Aesculus hippocastanum,1.8,9.9,3.5
Aesculus hippocastanum,12.6,26.4,4.5
Aesculus hippocastanum,12.6,54.8,7.0
Aesculus hippocastanum,38.5,158.2,7.0
Aesculus hippocastanum,50.3,1100.3,9.5
Aesculus hippocastanum,19.6,113.9,5.5
Aesculus hippocastanum,15.9,79.5,5.0
Aesculus hippocastanum,1.8,12.9,3.0
Aesculus hippocastanum,19.6,40.1,7.0
Aesculus hippocastanum,15.9,54.8,7.0
Aesculus hippocastanum,15.9,33.0,6.0
Aesculus hippocastanum,38.5,667.8,8.5
Aesculus hippocastanum,50.3,1011.8,10.5
Aesculus hippocastanum,7.1,21.8,5.0
Aesculus hippocastanum,12.6,62.1,6.0
Aesculus hippocastanum,12.6,95.7,9.0
Aesculus hippocastanum,19.6,32.7,5.5
Aesculus hippocastanum,50.3,779.0,8.0
Aesculus hippocastanum,4.9,32.8,5.6
Aesculus hippocastanum,19.6,116.5,7.0
Aesculus hippocastanum,3.1,9.7,3.0
Aesculus hippocastanum,63.6,1320.4,11.0
Aesculus hippocastanum,50.3,503.3,9.0
Aesculus hippocastanum,50.3,566.7,9.0
Aesculus hippocastanum,95.0,1266.1,11.0
Aesculus hippocastanum,78.5,1154.0,10.0
Aesculus hippocastanum,113.1,1871.8,11.0
Aesculus hippocastanum,78.5,1951.3,12.0
Aesculus hippocastanum,95.0,1119.1,12.0
Aesculus hippocastanum,78.5,880.7,11.0
Aesculus hippocastanum,113.1,1887.8,12.5
Aesculus hippocastanum,113.1,1274.3,12.0
Aesculus hippocastanum,113.1,1560.5,12.0
Aesculus hippocastanum,113.1,1384.6,12.0
Aesculus hippocastanum,4.9,31.2,3.5
Aesculus hippocastanum,122.7,3562.6,12.5
Aesculus hippocastanum,4.9,31.2,3.5
Aesculus hippocastanum,132.7,1500.4,12.0
Aesculus hippocastanum,1.8,9.6,2.5
Aesculus hippocastanum,3.1,16.2,2.5
Aesculus hippocastanum,1.8,16.5,3.0
Aesculus hippocastanum,12.6,68.6,4.0
Aesculus hippocastanum,12.6,113.0,5.0
Aesculus hippocastanum,9.6,51.7,4.0
Aesculus hippocastanum,9.6,51.7,4.0
Aesculus hippocastanum,12.6,44.8,4.5
Aesculus hippocastanum,12.6,51.7,4.0
Aesculus hippocastanum,9.6,52.3,4.5
Aesculus hippocastanum,4.9,44.4,4.0
Aesculus hippocastanum,3.1,16.5,3.0
Aesculus hippocastanum,3.1,12.9,3.0
Aesculus hippocastanum,78.5,1375.9,11.0
Aesculus hippocastanum,7.1,27.4,6.0
Aesculus hippocastanum,9.6,32.7,5.5
Aesculus hippocastanum,50.3,1349.3,8.0
Aesculus hippocastanum,50.3,498.7,8.0
Aesculus hippocastanum,19.6,83.6,8.0
Aesculus hippocastanum,50.3,880.7,11.0
Aesculus hippocastanum,50.3,145.4,8.0
Aesculus hippocastanum,7.1,17.0,4.0
Aesculus hippocastanum,12.6,68.6,4.0
Aesculus hippocastanum,4.9,43.9,3.5
Aesculus hippocastanum,78.5,1999.0,10.0
Aesculus hippocastanum,95.0,1993.3,9.5
Aesculus hippocastanum,1.8,16.8,3.5
Aesculus hippocastanum,9.6,51.7,4.0
Aesculus hippocastanum,4.9,25.8,3.5
Aesculus hippocastanum,7.1,68.6,4.0
Aesculus hippocastanum,3.1,13.1,3.5
Aesculus hippocastanum,3.1,16.8,3.5
Aesculus hippocastanum,4.9,25.8,3.5
Aesculus hippocastanum,113.1,2795.2,11.0
Aesculus hippocastanum,7.1,25.8,3.5
Aesculus hippocastanum,1.8,9.7,3.0
Aesculus hippocastanum,4.9,59.2,3.5
Aesculus hippocastanum,4.9,37.2,3.5
Aesculus hippocastanum,9.6,37.2,3.5
Aesculus hippocastanum,50.3,1384.6,12.0
Aesculus hippocastanum,9.6,44.4,4.0
Aesculus hippocastanum,12.6,69.9,5.0
Aesculus hippocastanum,9.6,69.2,4.5
Aesculus hippocastanum,9.6,53.3,5.5
Aesculus hippocastanum,9.6,69.2,4.5
Aesculus hippocastanum,9.6,69.2,4.5
Aesculus hippocastanum,12.6,69.9,5.0
Aesculus hippocastanum,12.6,70.5,5.5
Acer negundo,41.1,244.8,8.7
Acer negundo,41.1,244.8,8.7
Acer negundo,41.1,244.8,8.7
Acer negundo,41.1,244.8,8.7
Acer negundo,41.1,244.8,8.7
Acer negundo,41.1,244.8,8.7
Acer negundo,41.1,244.8,8.7
Acer negundo,41.1,244.8,8.7
Acer negundo,41.1,244.8,8.7
Acer negundo,41.1,244.8,8.7
Acer negundo,41.1,244.8,8.7
Acer negundo,41.1,244.8,8.7
Acer negundo,41.1,244.8,8.7
Acer negundo,41.1,244.8,8.7
Acer negundo,41.1,244.8,8.7
Acer negundo,41.1,244.8,8.7
Sophora japonica,0.8,4.6,3.5
Sophora japonica,0.8,4.6,3.5
Sophora japonica,38.5,347.5,12.0
Sophora japonica,50.3,347.5,12.0
Sophora japonica,28.3,51.4,10.0
Sophora japonica,28.3,51.4,7.0
Sophora japonica,28.3,146.4,10.0
Sophora japonica,19.6,101.3,9.0
Sophora japonica,0.8,4.6,4.0
Quercus rubra,50.3,296.0,11.0
Quercus rubra,63.6,573.2,15.0
Quercus rubra,15.9,296.0,8.0
Quercus rubra,3.1,13.6,6.0
Quercus rubra,12.6,147.2,7.0
Quercus rubra,12.6,147.2,6.0
Quercus rubra,12.6,195.9,19.0
Magnolia grandiflora,12.6,50.7,5.4
Magnolia grandiflora,12.6,37.2,5.5
Quercus rubra,28.3,233.1,20.0
Magnolia grandiflora,7.1,30.6,5.5
Quercus rubra,44.2,394.1,21.0
Magnolia grandiflora,7.1,43.1,5.5
Quercus rubra,44.2,509.1,21.0
Quercus rubra,38.5,296.0,20.0
Quercus rubra,50.3,509.1,20.0
Quercus rubra,50.3,274.1,20.0
Magnolia grandiflora,12.6,37.2,5.5
Quercus rubra,50.3,394.1,20.0
Magnolia grandiflora,7.1,36.7,5.5
Magnolia grandiflora,7.1,36.7,5.5
Magnolia grandiflora,7.1,50.3,5.5
Magnolia grandiflora,12.6,50.9,6.0
Magnolia grandiflora,12.6,50.8,6.0
Magnolia grandiflora,12.6,37.3,6.0
Magnolia grandiflora,12.6,43.8,6.0
Magnolia grandiflora,12.6,43.8,6.0
Magnolia grandiflora,12.6,50.7,6.0
Photinia x fraseri,12.6,60.2,4.0
Magnolia grandiflora,12.6,50.5,5.5
Photinia x fraseri,12.6,72.0,3.5
Photinia x fraseri,12.6,32.0,4.0
Magnolia grandiflora,15.9,59.1,5.5
Photinia x fraseri,9.6,15.9,3.5
Photinia x fraseri,12.6,40.2,4.0
Photinia x fraseri,12.6,32.0,4.0
Magnolia grandiflora,12.6,50.9,5.5
Photinia x fraseri,9.6,24.6,4.0
Photinia x fraseri,12.6,60.2,4.0
Magnolia grandiflora,12.6,50.9,6.0
Photinia x fraseri,12.6,85.0,4.0
Magnolia grandiflora,9.6,36.7,6.0
Photinia x fraseri,7.1,24.6,4.0
Magnolia grandiflora,4.9,25.3,5.0
Magnolia grandiflora,9.6,50.4,5.5
Liriodendron tulipifera,4.9,32.4,5.5
Liriodendron tulipifera,4.9,38.2,6.0
Liriodendron tulipifera,9.6,32.4,5.0
Liriodendron tulipifera,4.9,22.4,4.5
Liriodendron tulipifera,9.6,27.1,5.0
Liriodendron tulipifera,9.6,32.4,5.5
Liriodendron tulipifera,12.6,27.1,5.5
Liriodendron tulipifera,15.9,32.4,5.5
Liriodendron tulipifera,9.6,27.1,4.5
Liriodendron tulipifera,7.1,32.4,4.5
Liriodendron tulipifera,7.1,32.4,5.0
Liriodendron tulipifera,9.6,38.2,5.0
Liriodendron tulipifera,4.9,38.2,5.0
Liriodendron tulipifera,9.6,27.1,5.5
Liriodendron tulipifera,3.1,14.4,3.0
Liriodendron tulipifera,9.6,27.1,4.5
Liriodendron tulipifera,12.6,22.4,4.5
Liriodendron tulipifera,12.6,22.4,4.5
Liriodendron tulipifera,12.6,22.4,4.5
Liriodendron tulipifera,7.1,27.1,4.5
Liriodendron tulipifera,3.1,14.4,4.0
Liriodendron tulipifera,3.1,18.1,4.0
Liriodendron tulipifera,7.1,22.4,4.5
Liriodendron tulipifera,12.6,44.7,5.5
Liriodendron tulipifera,12.6,27.1,4.5
Liriodendron tulipifera,3.1,11.2,3.5
Liriodendron tulipifera,12.6,27.1,4.5
Liriodendron tulipifera,12.6,32.4,5.5
Liriodendron tulipifera,12.6,27.1,5.0
Liriodendron tulipifera,4.9,14.4,4.5
Liriodendron tulipifera,4.9,15.1,4.5
Liriodendron tulipifera,9.6,92.6,5.0
Liriodendron tulipifera,9.6,18.1,4.5
Liriodendron tulipifera,9.6,14.4,4.5
Liriodendron tulipifera,9.6,14.4,4.5
Liriodendron tulipifera,12.6,32.4,5.0
Liriodendron tulipifera,12.6,32.4,5.0
Liriodendron tulipifera,12.6,32.4,5.0
Liriodendron tulipifera,12.6,22.4,5.0
Liriodendron tulipifera,12.6,32.4,5.0
Liriodendron tulipifera,9.6,27.1,4.5
Liriodendron tulipifera,12.6,27.1,5.0
Liriodendron tulipifera,12.6,32.4,5.0
Fraxinus angustifolia,1.8,6.7,4.0
Acer campestre,12.6,37.8,5.0
Acer campestre,12.6,44.4,5.0
Fraxinus angustifolia,1.8,5.6,3.5
Fraxinus angustifolia,3.1,9.0,4.0
Fraxinus angustifolia,3.1,9.0,4.0
Fraxinus angustifolia,3.1,9.0,4.0
Acer negundo,28.3,72.4,6.0
Fraxinus angustifolia,1.8,9.0,4.0
Fraxinus angustifolia,1.8,11.7,4.0
Fraxinus angustifolia,1.8,9.0,4.0
Fraxinus angustifolia,3.1,8.8,3.5
Acer negundo,28.3,81.1,6.0
Fraxinus angustifolia,3.1,9.0,4.0
Fraxinus angustifolia,1.8,5.6,3.5
Fraxinus angustifolia,1.8,6.7,4.0
Fraxinus angustifolia,1.8,4.7,3.5
Fraxinus angustifolia,1.8,6.6,3.5
Acer negundo,38.5,182.4,9.0
Acer negundo,38.5,142.2,9.0
Acer campestre,9.6,22.1,6.0
Fraxinus angustifolia,3.1,9.0,4.0
Fraxinus angustifolia,3.1,7.7,3.5
Fraxinus angustifolia,4.9,9.2,4.5
Fraxinus angustifolia,3.1,9.2,4.5
Fraxinus angustifolia,3.1,9.0,4.0
Fraxinus angustifolia,3.1,9.0,4.0
Fraxinus angustifolia,3.1,9.0,4.0
Fraxinus angustifolia,3.1,9.0,4.0
Fraxinus angustifolia,3.1,9.0,4.0
Fraxinus angustifolia,3.1,9.0,4.0
Fraxinus angustifolia,3.1,9.0,4.0
Fraxinus angustifolia,3.1,9.0,4.0
Fraxinus angustifolia,4.9,12.0,4.5
Fraxinus angustifolia,4.9,2.1,4.5
Acer campestre,4.9,6.5,3.5
Acer campestre,3.1,6.7,4.0
Acer campestre,3.1,9.3,4.0
Acer campestre,3.1,6.7,4.0
Acer campestre,3.1,6.7,4.0
Acer campestre,3.1,12.5,4.0
Fraxinus angustifolia,1.8,11.7,4.0
Fraxinus angustifolia,1.8,11.7,4.0
Fraxinus angustifolia,3.1,9.0,4.0
Fraxinus angustifolia,1.8,11.7,4.0
Fraxinus angustifolia,1.8,9.0,4.0
Fraxinus angustifolia,3.1,9.0,4.0
Fraxinus angustifolia,1.8,9.0,4.0
Fraxinus angustifolia,1.8,9.0,4.0
Fraxinus angustifolia,3.1,9.0,4.0
Fraxinus angustifolia,3.1,11.7,4.0
Fraxinus angustifolia,3.1,11.7,4.0
Fraxinus angustifolia,3.1,11.7,4.0
Fraxinus angustifolia,3.1,11.7,4.0
Parrotia persica,0.8,7.2,3.5
Parrotia persica,1.8,8.6,4.0
Parrotia persica,1.8,8.6,4.0
Parrotia persica,1.8,8.6,4.0
Parrotia persica,1.8,8.6,4.0
Parrotia persica,1.8,8.6,4.0
Parrotia persica,1.8,8.6,4.0
Parrotia persica,1.8,8.6,4.0
Parrotia persica,1.8,8.6,4.0
Parrotia persica,3.1,11.8,4.0
Parrotia persica,15.9,37.9,4.0
Parrotia persica,15.9,53.6,4.0
Parrotia persica,63.6,205.0,6.0
Acer buergerianum,70.9,179.3,6.0
Parrotia persica,12.6,37.9,4.0
Parrotia persica,12.6,37.9,4.0
Parrotia persica,23.8,107.8,11.0
Parrotia persica,50.3,291.5,11.0
Parrotia persica,15.9,53.6,5.0
Acer negundo,50.3,186.0,10.0
Parrotia persica,50.3,186.1,10.0
Parrotia persica,50.3,107.8,10.5
Acer negundo,56.7,189.5,11.0
Parrotia persica,44.2,107.8,10.0
Prunus cerasifera,28.3,89.0,6.0
Prunus cerasifera,38.5,145.0,8.0
Prunus cerasifera,12.6,145.0,5.0
Prunus cerasifera,38.5,89.0,6.0
Prunus cerasifera,9.6,26.8,4.0
Prunus cerasifera,1.8,8.9,3.5
Prunus cerasifera,33.2,260.9,9.0
Prunus cerasifera,50.3,238.8,10.0
Prunus cerasifera,50.3,217.8,9.0
Prunus cerasifera,50.3,129.5,8.5
Prunus cerasifera,50.3,129.5,8.0
Pyrus calleryana,38.5,129.1,10.0
Pyrus calleryana,38.5,176.6,11.0
Pyrus calleryana,15.9,68.7,8.0
Pyrus calleryana,50.3,233.0,12.0
Liriodendron tulipifera,9.6,27.1,6.0
Photinia serrulata,0.8,5.8,3.5
Carpinus betulus,19.6,115.2,7.0
Carpinus betulus,12.6,80.8,8.0
Carpinus betulus,28.3,115.2,7.0
Carpinus betulus,38.5,102.9,6.0
Carpinus betulus,1.8,26.5,3.0
Carpinus betulus,1.8,26.5,3.0
Carpinus betulus,38.5,115.2,6.0
Carpinus betulus,7.1,61.7,4.0
Carpinus betulus,19.6,102.9,8.0
Carpinus betulus,7.1,70.8,7.0
Carpinus betulus,19.6,80.8,8.0
Carpinus betulus,19.6,91.4,7.0
Carpinus betulus,19.6,80.8,7.0
Carpinus betulus,12.6,38.5,6.0
Carpinus betulus,28.3,45.5,7.0
Carpinus betulus,12.6,70.8,6.0
Carpinus betulus,7.1,53.2,5.0
Carpinus betulus,3.1,26.5,4.0
Carpinus betulus,3.1,70.8,3.0
Carpinus betulus,19.6,61.7,6.0
Carpinus betulus,28.3,115.2,7.0
Carpinus betulus,3.1,45.5,7.0
Carpinus betulus,12.6,115.2,8.0
Carpinus betulus,7.1,61.7,7.0
Carpinus betulus,12.6,53.2,6.0
Carpinus betulus,1.8,26.5,6.0
Carpinus betulus,3.1,38.5,6.0
Carpinus betulus,4.9,53.2,6.0
Carpinus betulus,4.9,38.5,4.0
Carpinus betulus,12.6,45.5,5.0
Carpinus betulus,12.6,45.5,8.0
Carpinus betulus,19.6,61.7,8.0
Carpinus betulus,7.1,61.7,7.0
Carpinus betulus,19.6,115.2,9.0
Carpinus betulus,19.6,115.2,9.0
Carpinus betulus,38.5,115.2,8.0
Carpinus betulus,50.3,115.2,8.0
Carpinus betulus,38.5,115.2,8.0
Carpinus betulus,28.3,91.4,7.0
Carpinus betulus,12.6,115.2,8.0
Carpinus betulus,1.8,26.5,4.0
Carpinus betulus,0.8,26.5,3.5
Carpinus betulus,28.3,102.9,7.0
Carpinus betulus,12.6,102.9,6.0
Carpinus betulus,7.1,102.9,5.0
Carpinus betulus,38.5,115.2,9.0
Carpinus betulus,50.3,102.9,8.0
Carpinus betulus,7.1,91.4,6.0
Carpinus betulus,7.1,38.5,5.0
Carpinus betulus,19.6,26.5,4.0
Carpinus betulus,19.6,115.2,9.0
Carpinus betulus,38.5,286.0,10.0
Carpinus betulus,28.3,9.9,7.5
Carpinus betulus,28.3,189.3,9.0
Carpinus betulus,19.6,286.0,9.0
Carpinus betulus,28.3,406.9,9.0
Carpinus betulus,12.6,38.5,5.0
Carpinus betulus,7.1,26.5,4.0
Carpinus betulus,19.6,189.3,9.0
Carpinus betulus,38.5,189.3,10.0
Carpinus betulus,12.6,115.2,9.0
Carpinus betulus,38.5,286.0,10.0
Carpinus betulus,95.0,264.8,10.0
Carpinus betulus,28.3,264.8,10.0
Carpinus betulus,38.5,286.0,12.0
Carpinus betulus,28.3,380.7,12.0
Carpinus betulus,1.8,26.5,4.0
Carpinus betulus,1.8,17.0,4.0
Carpinus betulus,12.6,26.5,8.0
Carpinus betulus,3.1,4.8,7.0
Carpinus betulus,0.8,26.5,4.0
Carpinus betulus,3.1,17.0,4.0
Carpinus betulus,1.8,26.5,4.0
Carpinus betulus,3.1,32.2,4.0
Carpinus betulus,1.8,26.5,3.5
Carpinus betulus,1.8,38.5,4.0
Carpinus betulus,19.6,286.0,7.0
Carpinus betulus,28.3,115.2,7.0
Acer negundo,95.0,546.3,12.0
Acer negundo,28.3,309.0,11.0
Acer negundo,28.3,414.9,11.0
Acer negundo,132.7,421.3,12.0
Acer negundo,50.3,93.4,12.0
Carpinus betulus,63.6,115.2,10.0
Carpinus betulus,1.8,26.5,3.5
Carpinus betulus,50.3,115.2,11.0
Liriodendron tulipifera,15.9,59.3,7.0
Liriodendron tulipifera,7.1,59.3,6.0
Liriodendron tulipifera,3.1,27.1,5.0
Liriodendron tulipifera,3.1,22.4,5.0
Liriodendron tulipifera,9.6,22.4,6.0
Liriodendron tulipifera,12.6,22.4,6.0
Liriodendron tulipifera,7.1,22.4,5.0
Liriodendron tulipifera,1.8,6.1,5.0
Quercus rubra,12.6,73.2,9.0
Liriodendron tulipifera,1.8,2.6,3.5
Quercus rubra,3.1,39.7,7.0
Quercus rubra,4.9,39.7,7.0
Liriodendron tulipifera,4.9,18.1,4.0
Liriodendron tulipifera,7.1,32.4,7.0
Liriodendron tulipifera,4.9,14.4,6.0
Liriodendron tulipifera,7.1,22.4,5.0
Quercus rubra,4.9,73.2,8.0
Quercus rubra,4.9,27.3,8.0
Quercus rubra,4.9,27.3,7.0
Liriodendron tulipifera,4.9,14.4,4.0
Liriodendron tulipifera,4.9,18.1,7.0
Quercus rubra,4.9,63.7,9.0
Quercus rubra,1.8,13.6,5.0
Quercus rubra,3.1,33.2,6.0
Liriodendron tulipifera,7.1,14.4,6.0
Quercus rubra,1.8,39.7,7.0
Quercus rubra,12.6,83.4,6.0
Liriodendron tulipifera,3.1,8.4,7.0
Liriodendron tulipifera,19.6,27.1,8.0
Quercus rubra,12.6,43.3,9.0
Quercus rubra,7.1,73.2,6.5
Liriodendron tulipifera,3.1,11.2,5.0
Liriodendron tulipifera,1.8,14.4,5.0
Quercus rubra,12.6,33.2,8.0
Liriodendron tulipifera,1.8,14.4,4.5
Liriodendron tulipifera,4.9,4.1,3.5
Liriodendron tulipifera,7.1,22.4,3.5
Quercus rubra,9.6,47.0,8.0
Quercus rubra,4.9,17.5,4.5
Quercus rubra,7.1,55.0,8.0
Quercus rubra,15.9,33.2,6.0
Quercus rubra,15.9,33.2,7.0
Carpinus betulus,1.8,7.1,3.5
Liriodendron tulipifera,3.1,8.4,4.0
Liriodendron tulipifera,3.1,8.4,4.0
Liriodendron tulipifera,3.1,8.4,4.0
Liriodendron tulipifera,3.1,14.4,5.0
Liriodendron tulipifera,3.1,14.4,5.0
Liriodendron tulipifera,3.1,8.4,4.0
Liriodendron tulipifera,3.1,8.4,4.0
Liriodendron tulipifera,3.1,8.4,4.0
Liriodendron tulipifera,3.1,8.4,4.0
Liriodendron tulipifera,3.1,8.4,4.0
Liriodendron tulipifera,3.1,8.4,4.0
Liriodendron tulipifera,3.1,8.4,4.0
Liriodendron tulipifera,3.1,8.4,4.0
Prunus cerasifera,7.1,57.1,4.0
Photinia serrulata,3.1,18.3,2.0
Photinia serrulata,3.1,18.3,2.0
Photinia serrulata,3.1,18.3,2.0
Prunus cerasifera,12.6,89.0,4.0
Prunus cerasifera,12.6,57.1,4.0
Prunus cerasifera,12.6,115.0,4.0
Liriodendron tulipifera,7.1,38.2,6.0
Liriodendron tulipifera,12.6,238.4,8.0
Prunus cerasifera,7.1,57.1,4.0
Prunus cerasifera,7.1,57.1,4.0
Prunus cerasifera,12.6,198.0,4.0
Prunus cerasifera,12.6,198.0,4.0
Liriodendron tulipifera,7.1,59.3,6.0
