Tree ID,Name,DBH (cm),Replacement Value (eur),Carbon Storage (kg),Carbon Storage (eur),Gross Carbon Sequestration (kg/yr),Gross Carbon Sequestration (eur/yr),Avoided Runoff (mcube/yr),Avoided Runoff (eur/yr),Carbon Avoided (kg/yr),Carbon Avoided (eur/yr),Pollution Removal (g/yr),Pollution Removal (eur/yr),Energy Savings (eur/yr),Total Annual Benefits (eur/yr),Oxygen Production (kg/yr),Height (m),Crown Height (m),Crown Width (m),Canopy Cover (m2),Leaf Area (m2),Leaf Biomass (kg),Latitude,Longitude
5841.0,Celtis australis,50,3720.08,137.7,22.13,1.9,0.3,0.7,1.39,,,579.5,2.98,,4.67,5.1,15,4.5,12,113.1,399.4,23.5,46.04211633421382,11.13798783341205
5842.0,Celtis australis,50,3720.08,137.7,22.13,1.9,0.3,0.7,1.3,,,541.8,2.79,,4.39,5.1,15,4.5,12,113.1,373.5,22,46.04204602718782,11.13797891642819
5843.0,Celtis australis,50,3720.08,137.7,22.13,1.9,0.3,0.8,1.48,,,617.1,3.17,,4.96,5.1,15,4.5,12,113.1,425.4,25.1,46.04186152569133,11.13794478417564
5844.0,Celtis australis,50,3720.08,137.7,22.13,1.9,0.3,0.8,1.57,,,654.7,3.37,,5.24,5.1,15,4.5,12,113.1,451.3,26.6,46.04180285285527,11.13793941814485
5845.0,Celtis australis,50,3720.08,137.7,22.13,1.9,0.3,0.8,1.48,,,617.1,3.17,,4.96,5.1,15,4.5,12,113.1,425.4,25.1,46.04173715641787,11.13792460466975
5846.0,Celtis australis,50,3720.08,137.7,22.13,1.9,0.3,0.6,1.21,,,504.2,2.59,,4.11,5.1,15,4.5,12,113.1,347.6,20.5,46.04168009231821,11.13791503566143
5847.0,Celtis australis,30,1543.35,57.4,9.220000000000001,1.3,0.21,0.5,1.01,,,421,2.16,,3.39,3.5,15,4.5,12,113.1,290.2,17.1,46.04150804784015,11.14031622926716
5848.0,Celtis australis,30.1,1549.07,57.6,9.26,1.3,0.21,0.2,0.3,,,123.4,0.63,,1.14,3.5,8.300000000000001,2.5,6.7,35.2,85.09999999999999,5,46.03878970070243,11.13971535725506
5849.0,Celtis australis,30.1,1549.07,57.6,9.26,1.3,0.21,0.1,0.28,,,114.8,0.59,,1.08,3.5,8.300000000000001,2.5,6.7,35.2,79.2,4.7,46.0388178847534,11.13977974764743
5850.0,Celtis australis,30.1,1549.07,57.6,9.26,1.3,0.21,0.2,0.36,,,149.1,0.77,,1.34,3.5,8.300000000000001,2.5,6.7,35.2,102.8,6.1,46.03886095065501,11.13983416249298
5851.0,Celtis australis,30.1,1549.07,57.6,9.26,1.3,0.21,0.1,0.28,,,114.8,0.59,,1.08,3.5,8.300000000000001,2.5,6.7,35.2,79.2,4.7,46.03888784214505,11.13986948965469
5852.0,Celtis australis,30.1,1549.07,57.6,9.26,1.3,0.21,0.1,0.28,,,114.8,0.59,,1.08,3.5,8.300000000000001,2.5,6.7,35.2,79.2,4.7,46.03891299681077,11.13989947459769
5853.0,Celtis australis,30.1,1549.07,57.6,9.26,1.3,0.21,0.2,0.32,,,132,0.68,,1.21,3.5,8.300000000000001,2.5,6.7,35.2,91,5.4,46.03893646402666,11.1399214816294
5854.0,Celtis australis,30.1,1549.07,57.6,9.26,1.3,0.21,0.1,0.28,,,114.8,0.59,,1.08,3.5,8.300000000000001,2.5,6.7,35.2,79.2,4.7,46.03895606265144,11.13995388963035
5855.0,Celtis australis,30.1,1549.07,57.6,9.26,1.3,0.21,0.1,0.28,,,114.8,0.59,,1.08,3.5,8.300000000000001,2.5,6.7,35.2,79.2,4.7,46.03897952985598,11.1399758967025
5856.0,Celtis australis,30.1,1549.07,57.6,9.26,1.3,0.21,0.2,0.36,,,149.1,0.77,,1.34,3.5,8.300000000000001,2.5,6.7,35.2,102.8,6.1,46.03900111213223,11.14000046858543
5857.0,Celtis australis,30.1,1549.07,57.6,9.26,1.3,0.21,0.2,0.34,,,140.6,0.72,,1.27,3.5,8.300000000000001,2.5,6.7,35.2,96.90000000000001,5.7,46.0392386649297,11.14026285347983
5858.0,Celtis australis,30.1,1549.07,57.6,9.26,1.3,0.21,0.2,0.34,,,140.6,0.72,,1.27,3.5,8.300000000000001,2.5,6.7,35.2,96.90000000000001,5.7,46.03926396762071,11.14028493170099
5859.0,Celtis australis,30.1,1549.07,57.6,9.26,1.3,0.21,0.2,0.3,,,123.4,0.63,,1.14,3.5,8.300000000000001,2.5,6.7,35.2,85.09999999999999,5,46.03928723723821,11.14031748183221
5860.0,Celtis australis,30.1,1549.07,57.6,9.26,1.3,0.21,0.2,0.3,,,123.4,0.63,,1.14,3.5,8.300000000000001,2.5,6.7,35.2,85.09999999999999,5,46.03939549384143,11.14042189287143
5861.0,Celtis australis,30.1,1549.07,57.6,9.26,1.3,0.21,0.2,0.36,,,149.1,0.77,,1.34,3.5,8.300000000000001,2.5,6.7,35.2,102.8,6.1,46.03945116135437,11.14048998369226
5862.0,Celtis australis,30.1,1549.07,57.6,9.26,1.3,0.21,0.2,0.36,,,149.1,0.77,,1.34,3.5,8.300000000000001,2.5,6.7,35.2,102.8,6.1,46.03947974002421,11.14053328958584
5863.0,Celtis australis,30.1,1549.07,57.6,9.26,1.3,0.21,0.2,0.36,,,149.1,0.77,,1.34,3.5,8.300000000000001,2.5,6.7,35.2,102.8,6.1,46.03950281202406,11.14057638278222
5864.0,Celtis australis,30.1,1549.07,57.6,9.26,1.3,0.21,0.2,0.34,,,140.6,0.72,,1.27,3.5,8.300000000000001,2.5,6.7,35.2,96.90000000000001,5.7,46.03953669976473,11.14063044434628
5865.0,Celtis australis,30.1,1549.07,57.6,9.26,1.3,0.21,0.2,0.36,,,149.1,0.77,,1.34,3.5,8.300000000000001,2.5,6.7,35.2,102.8,6.1,46.03957068625471,11.14067923455359
5866.0,Celtis australis,30.1,1549.07,57.6,9.26,1.3,0.21,0.2,0.32,,,132,0.68,,1.21,3.5,8.300000000000001,2.5,6.7,35.2,91,5.4,46.03963860977805,11.14077945086223
5867.0,Celtis australis,30.1,1549.07,57.6,9.26,1.3,0.21,0.2,0.32,,,132,0.68,,1.21,3.5,8.300000000000001,2.5,6.7,35.2,91,5.4,46.03967448114273,11.14082567645732
5868.0,Celtis australis,30.1,1549.07,57.6,9.26,1.3,0.21,0.2,0.32,,,132,0.68,,1.21,3.5,8.300000000000001,2.5,6.7,35.2,91,5.4,46.03972126700484,11.14087759909434
5869.0,Celtis australis,30.1,1549.07,57.6,9.26,1.3,0.21,0.1,0.28,,,114.8,0.59,,1.08,3.5,8.300000000000001,2.5,6.7,35.2,79.2,4.7,46.03975381298171,11.1409052329327
5870.0,Celtis australis,30.1,1549.07,57.6,9.26,1.3,0.21,0.2,0.34,,,140.6,0.72,,1.27,3.5,8.300000000000001,2.5,6.7,35.2,96.90000000000001,5.7,46.03978983247501,11.14094355154225
5871.0,Celtis australis,30.1,1549.07,57.6,9.26,1.3,0.21,0.2,0.3,,,123.4,0.63,,1.14,3.5,8.300000000000001,2.5,6.7,35.2,85.09999999999999,5,46.04269124915462,11.13171876175362
5872.0,Celtis australis,28,1385.54,51,8.199999999999999,1.3,0.2,0.3,0.57,,,239.5,1.23,,2.01,3.4,14,4.2,8,50.3,165.1,9.699999999999999,46.04267437067559,11.13145599818947
5873.0,Celtis australis,7,143.92,4.7,0.76,0.5,0.08,0,0.01,,,3.6,0.02,,0.1,1.3,3.5,1,1,0.8,2.5,0.1,46.04250450957768,11.13899362255374
5874.0,Celtis australis,44,2952.78,110.6,17.78,1.7,0.28,0.4,0.71,,,294.8,1.52,,2.5,4.6,12,3.6,9,63.6,203.2,12,46.04254727466502,11.13896890722293
5875.0,Celtis australis,44,2952.78,110.6,17.78,1.7,0.28,0.5,0.86,,,360.8,1.85,,3,4.6,12,3.6,9,63.6,248.7,14.7,46.04093281835475,11.13297753054426
5876.0,Celtis australis,27,1310.71,47.9,7.7,1.2,0.2,0.2,0.41,,,170.5,0.88,,1.48,3.3,6,1.8,8,50.3,117.5,6.9,46.04094366737756,11.13297975762256
5877.0,Celtis australis,42,2718.78,102.2,16.41,1.7,0.27,0.4,0.85,,,356.2,1.83,,2.95,4.5,12,3.6,10,78.5,245.6,14.5,46.04062763306116,11.13149590300487
5878.0,Celtis australis,46,3197.66,119.4,19.18,1.8,0.29,0.6,1.14,,,477.7,2.46,,3.89,4.8,12,3.6,10,78.5,329.3,19.4,46.07587222496876,11.11530726809079
5879.0,Celtis australis,60,5216.58,188.2,30.24,2.2,0.35,0.9,1.67,,,695.1,3.57,,5.59,5.8,14,4.2,12,113.1,479.1,28.2,46.04036114997717,11.13148991617932
5880.0,Celtis australis,39,2388.19,90,14.46,1.6,0.26,0.6,1.1,,,459.1,2.36,,3.72,4.2,13,3.9,10,78.5,316.5,18.7,46.04063525005246,11.13163758769559
5881.0,Celtis australis,42,2718.78,102.2,16.41,1.7,0.27,0.6,1.23,,,511.3,2.63,,4.12,4.5,12,3.6,11,95,352.5,20.8,46.04057022468243,11.13164464989526
5882.0,Celtis australis,55,4434.32,162.1,26.05,2,0.33,0.6,1.11,,,464.8,2.39,,3.83,5.4,13,3.9,11,95,320.4,18.9,46.04050821149985,11.13165428357932
5883.0,Celtis australis,52,3997.61,147.3,23.66,2,0.31,0.8,1.5,,,627.5,3.23,,5.04,5.2,13,3.9,11.5,103.9,432.6,25.5,46.08699689195567,11.10719585574825
5884.0,Celtis australis,26,1238.61,44.9,7.22,1.2,0.19,0.2,0.36,,,150.4,0.77,,1.33,3.2,7,2.1,7,38.5,103.7,6.1,46.04028079779565,11.13180708667329
5885.0,Celtis australis,32,1712.05,64.09999999999999,10.3,1.4,0.22,0.6,1.09,,,454.3,2.34,,3.65,3.7,11.5,3.4,10.5,86.59999999999999,313.2,18.5,46.0869508102064,11.10727390989606
5886.0,Celtis australis,25,1169.22,42,6.75,1.2,0.19,0.1,0.19,,,80.09999999999999,0.41,,0.79,3.1,6,1.8,6,28.3,55.2,3.3,46.07191389059076,11.11530869551304
5887.0,Celtis australis,54,4286.03,157.1,25.24,2,0.32,0.7,1.27,,,531.9,2.73,,4.33,5.3,13,3.9,12.5,122.7,366.7,21.6,46.07198751715696,11.11533284671181
5888.0,Celtis australis,50,3720.08,137.7,22.13,1.9,0.3,0.8,1.55,,,648.8,3.34,,5.2,5.1,13,3.9,12,113.1,447.2,26.4,46.07212976468385,11.1153792768751
5889.0,Celtis australis,45,3073.86,115,18.47,1.8,0.28,0.6,1.22,,,509.3,2.62,,4.12,4.7,15,4.5,11,95,351.1,20.7,46.07220493218759,11.11540284058842
5890.0,Celtis australis,48,3453.43,128.4,20.63,1.8,0.3,0.6,1.21,,,504.9,2.6,,4.1,4.9,13,3.9,11.5,103.9,348,20.5,46.07227591074722,11.1154241751874
5891.0,Celtis australis,48,3453.43,128.4,20.63,1.8,0.3,0.7,1.36,,,566.7,2.91,,4.57,4.9,19,5.7,11.5,103.9,390.6,23,46.07234658217811,11.11544265313348
5892.0,Celtis australis,50,3720.08,137.7,22.13,1.9,0.3,0.6,1.22,,,508.1,2.61,,4.14,5.1,12,3.6,11.5,103.9,350.3,20.6,46.07242305908346,11.11546355142833
5893.0,Celtis australis,50,3720.08,137.7,22.13,1.9,0.3,0.7,1.28,,,534.5,2.75,,4.33,5.1,12,3.6,12,113.1,368.4,21.7,46.07249354583727,11.11548228105593
5894.0,Celtis australis,52,3997.61,147.3,23.66,2,0.31,0.7,1.35,,,563.4,2.9,,4.56,5.2,12,3.6,12.5,122.7,388.4,22.9,46.072563597239,11.1155002181889
5895.0,Celtis australis,47,3324.18,123.9,19.9,1.8,0.29,0.7,1.35,,,564.4,2.9,,4.55,4.8,12,3.6,11,95,389.1,22.9,46.07264180214738,11.11552014816911
5896.0,Celtis australis,50,3720.08,137.7,22.13,1.9,0.3,0.6,1.19,,,497.3,2.56,,4.05,5.1,12,3.6,12,113.1,342.8,20.2,46.0727115894911,11.11553290260168
5897.0,Celtis australis,52,3997.61,147.3,23.66,2,0.31,0.8,1.57,,,654.8,3.37,,5.25,5.2,12,3.6,12,113.1,451.4,26.6,46.07278626614979,11.1155489475983
5898.0,Celtis australis,50,3720.08,137.7,22.13,1.9,0.3,0.8,1.55,,,645.8,3.32,,5.17,5.1,12,3.6,12,113.1,445.2,26.2,46.07285729112324,11.11556291327985
5899.0,Celtis australis,50,3720.08,137.7,22.13,1.9,0.3,0.8,1.55,,,645.8,3.32,,5.17,5.1,12,3.6,12,113.1,445.2,26.2,46.07293471385848,11.1155764769749
5900.0,Celtis australis,48,3453.43,128.4,20.63,1.8,0.3,0.6,1.07,,,448.2,2.3,,3.67,4.9,14,4.2,11,95,308.9,18.2,46.07300458634515,11.11558949345099
5901.0,Celtis australis,49,3585.39,133,21.37,1.9,0.3,0.7,1.39,,,578.6,2.97,,4.66,5,18,5.4,11,95,398.9,23.5,46.07308519289809,11.11560123915679
5902.0,Celtis australis,53,4140.46,152.2,24.45,2,0.32,0.6,1.23,,,514.7,2.65,,4.2,5.3,15,4.5,12,113.1,354.8,20.9,46.07315483623707,11.1156120485275
5903.0,Celtis australis,58,4895.51,177.6,28.53,2.1,0.34,0.9,1.7,,,709.9,3.65,,5.69,5.6,15,4.5,12.5,122.7,489.4,28.8,46.07323646802865,11.11562189371434
5904.0,Celtis australis,55,4434.32,162.1,26.05,2,0.33,0.9,1.67,,,695.2,3.57,,5.57,5.4,13,3.9,12.5,122.7,479.2,28.2,46.07330505600292,11.11563136961149
5905.0,Celtis australis,52,3997.61,147.3,23.66,2,0.31,0.8,1.49,,,620,3.19,,4.99,5.2,13,3.9,12,113.1,427.4,25.2,46.07337855342681,11.11563818819159
5906.0,Celtis australis,50,3720.08,137.7,22.13,1.9,0.3,0.6,1.1,,,459.9,2.36,,3.77,5.1,15,4.5,11,95,317.1,18.7,46.07344806712899,11.11564627701498
5907.0,Celtis australis,53,4140.46,152.2,24.45,2,0.32,0.7,1.26,,,526.6,2.71,,4.29,5.3,20,6,12,113.1,363,21.4,46.0400869208224,11.14134592604915
5908.0,Celtis australis,19,810.0599999999999,26.3,4.22,1,0.15,0.1,0.16,,,65.09999999999999,0.33,,0.64,2.6,8,2.4,5.5,23.8,44.9,2.6,46.04232229665997,11.13829395396525
5909.0,Celtis australis,50,3720.08,137.7,22.13,1.9,0.3,0.8,1.57,,,654.7,3.37,,5.24,5.1,15,4.5,12,113.1,451.3,26.6,46.04234228577385,11.1383704641153
5910.0,Celtis australis,50,3720.08,137.7,22.13,1.9,0.3,0.7,1.3,,,541.8,2.79,,4.39,5.1,15,4.5,12,113.1,373.5,22,46.04239979369685,11.13837074508117
5911.0,Celtis australis,50,3720.08,137.7,22.13,1.9,0.3,0.8,1.57,,,654.7,3.37,,5.24,5.1,15,4.5,12,113.1,451.3,26.6,46.08690433592037,11.10734884453894
5912.0,Celtis australis,22,977.4,33.8,5.42,1.1,0.17,0.1,0.17,,,71.3,0.37,,0.71,2.8,6,1.8,6,28.3,49.1,2.9,46.04245601344967,11.13837252729455
5913.0,Celtis australis,50,3720.08,137.7,22.13,1.9,0.3,0.8,1.57,,,654.7,3.37,,5.24,5.1,15,4.5,12,113.1,451.3,26.6,46.08685927375694,11.10743017104586
5914.0,Celtis australis,19,810.0599999999999,26.3,4.22,1,0.15,0.1,0.19,,,77.8,0.4,,0.74,2.6,6,1.8,6,28.3,53.6,3.2,46.04025109790891,11.14126386973769
5915.0,Celtis australis,14,585.59,15.6,2.5,0.8,0.12,0,0.07000000000000001,,,28.9,0.15,,0.34,2.1,4.5,1.3,4,12.6,19.9,1.2,46.04021723612651,11.14150501885611
5916.0,Celtis australis,18,759.73,23.9,3.85,0.9,0.15,0,0.07000000000000001,,,29.8,0.15,,0.37,2.5,4.5,1.3,4,12.6,20.5,1.2,46.04021500459185,11.14160005462753
5917.0,Celtis australis,16,667.22,19.6,3.14,0.8,0.14,0,0.07000000000000001,,,30.3,0.16,,0.36,2.3,4.5,1.3,4,12.6,20.9,1.2,46.04022810847571,11.14172204852851
5918.0,Celtis australis,16,667.22,19.6,3.14,0.8,0.14,0,0.07000000000000001,,,30.3,0.16,,0.36,2.3,4.5,1.3,4,12.6,20.9,1.2,46.0402727807114,11.1418068779637
5919.0,Celtis australis,16,667.22,19.6,3.14,0.8,0.14,0,0.06,,,26.8,0.14,,0.34,2.3,4.5,1.3,4,12.6,18.5,1.1,46.08681083669416,11.10750904052744
5920.0,Celtis australis,20,863.12,28.7,4.61,1,0.16,0.1,0.2,,,84.40000000000001,0.43,,0.8,2.6,6,1.8,6,28.3,58.2,3.4,46.08671942497244,11.10766828071472
5921.0,Celtis australis,25,1169.22,42,6.75,1.2,0.19,0.1,0.23,,,96.8,0.5,,0.92,3.1,6,1.8,6,28.3,66.8,3.9,46.08667598697244,11.10774449456622
5922.0,Ulmus,45,2796.57,1115.2,179.18,18.4,2.96,0.4,0.78,,,325.7,1.67,,5.41,49,13,3.9,10,78.5,224.5,15.3,46.05160990249851,11.11318416887669
5923.0,Celtis australis,19,810.0599999999999,26.3,4.22,1,0.15,0.1,0.21,,,87.90000000000001,0.45,,0.82,2.6,6,1.8,6,28.3,60.6,3.6,46.05209443418179,11.11279778420464
5924.0,Celtis australis,16,667.22,19.6,3.14,0.8,0.14,0.1,0.12,,,50.8,0.26,,0.52,2.3,5,1.5,5,19.6,35,2.1,46.0519983841811,11.11286185715944
5925.0,Celtis australis,16,667.22,19.6,3.14,0.8,0.14,0,0.09,,,39.1,0.2,,0.43,2.3,5,1.5,5,19.6,27,1.6,46.05189600789551,11.11293706422437
5926.0,Celtis australis,16,667.22,19.6,3.14,0.8,0.14,0.1,0.11,,,47.9,0.25,,0.5,2.3,5,1.5,5,19.6,33,1.9,46.03828788088532,11.1241590579039
5927.0,Celtis australis,30.1,1549.07,57.6,9.26,1.3,0.21,0.2,0.36,,,149.1,0.77,,1.34,3.5,8.300000000000001,2.5,6.7,35.2,102.8,6.1,46.07179027990998,11.11205493601704
5928.0,Celtis australis,30.1,1549.07,57.6,9.26,1.3,0.21,0.2,0.32,,,132,0.68,,1.21,3.5,8.300000000000001,2.5,6.7,35.2,91,5.4,46.07178909346214,11.11204657588416
5929.0,Celtis australis,30.1,1549.07,57.6,9.26,1.3,0.21,0.2,0.36,,,149.1,0.77,,1.34,3.5,8.300000000000001,2.5,6.7,35.2,102.8,6.1,46.05155463950769,11.11331068225899
5930.0,Celtis australis,18,759.73,23.9,3.85,0.9,0.15,0.1,0.17,,,71.40000000000001,0.37,,0.6899999999999999,2.5,6,1.8,6,28.3,49.2,2.9,46.06571535135128,11.135852432121
5931.0,Celtis australis,30.1,1549.07,57.6,9.26,1.3,0.21,0.2,0.36,,,149.1,0.77,,1.34,3.5,8.300000000000001,2.5,6.7,35.2,102.8,6.1,46.06570821945166,11.13585334945924
5932.0,Celtis australis,30.1,1549.07,57.6,9.26,1.3,0.21,0.2,0.36,,,149.1,0.77,,1.34,3.5,8.300000000000001,2.5,6.7,35.2,102.8,6.1,46.06543494447431,11.13574352334135
5933.0,Celtis australis,30.1,1549.07,57.6,9.26,1.3,0.21,0.2,0.3,,,123.4,0.63,,1.14,3.5,8.300000000000001,2.5,6.7,35.2,85.09999999999999,5,46.06559667694215,11.13586497037697
5934.0,Celtis australis,30.1,1549.07,57.6,9.26,1.3,0.21,0.2,0.32,,,132,0.68,,1.21,3.5,8.300000000000001,2.5,6.7,35.2,91,5.4,46.06564637028464,11.13588071037158
5935.0,Celtis australis,30.1,1549.07,57.6,9.26,1.3,0.21,0.2,0.36,,,149.1,0.77,,1.34,3.5,8.300000000000001,2.5,6.7,35.2,102.8,6.1,46.06586488891531,11.13599235114653
5936.0,Celtis australis,30.1,1549.07,57.6,9.26,1.3,0.21,0.2,0.36,,,149.1,0.77,,1.34,3.5,8.300000000000001,2.5,6.7,35.2,102.8,6.1,46.05180309297519,11.1130068148903
5937.0,Celtis australis,19,810.0599999999999,26.3,4.22,1,0.15,0.1,0.19,,,77.8,0.4,,0.74,2.6,6,1.8,6,28.3,53.6,3.2,46.0516985317263,11.11308336002619
5938.0,Celtis australis,19,810.0599999999999,26.3,4.22,1,0.15,0.1,0.21,,,87.90000000000001,0.45,,0.82,2.6,6,1.8,6,28.3,60.6,3.6,46.04235929707566,11.1315169009024
5939.0,Celtis australis,15,625.04,17.5,2.81,0.8,0.13,0,0.04,,,18.1,0.09,,0.27,2.2,5,1.5,3.5,9.6,12.5,0.7,46.0422761873227,11.13151396185577
5940.0,Celtis australis,14,585.59,15.6,2.5,0.8,0.12,0,0.05,,,22.2,0.11,,0.29,2.1,4.5,1.3,3.5,9.6,15.3,0.9,46.04219200804994,11.13148151348027
5941.0,Celtis australis,17,712.11,21.7,3.49,0.9,0.14,0,0.08,,,32.9,0.17,,0.39,2.4,5.5,1.7,4,12.6,22.7,1.3,46.04211350784313,11.13145341957545
5942.0,Celtis australis,15,625.04,17.5,2.81,0.8,0.13,0,0.05,,,20.7,0.11,,0.29,2.2,6,1.8,3.5,9.6,14.3,0.8,46.05729744522968,11.13779738488686
5943.0,Celtis australis,30.1,1549.07,57.6,9.26,1.3,0.21,0.2,0.36,,,149.1,0.77,,1.34,3.5,8.300000000000001,2.5,6.7,35.2,102.8,6.1,46.04033290654033,11.13175907492143
5944.0,Celtis australis,25,1169.22,42,6.75,1.2,0.19,0.4,0.71,,,297.9,1.53,,2.43,3.1,10,3,9,63.6,205.4,12.1,46.04038797848017,11.13171143557337
5945.0,Celtis australis,39,2388.19,90,14.46,1.6,0.26,0.6,1.06,,,442.4,2.27,,3.59,4.2,11,3.3,10,78.5,304.9,18,46.04049037673103,11.13149101035319
5946.0,Celtis australis,40,2495.67,94,15.1,1.6,0.26,0.6,1.14,,,474.6,2.44,,3.84,4.3,12.5,3.8,11,95,327.2,19.3,46.04055497323959,11.13149246149569
5947.0,Celtis australis,39,2388.19,90,14.46,1.6,0.26,0.6,1.13,,,473.1,2.43,,3.82,4.2,13,3.9,11,95,326.2,19.2,46.04230194965057,11.13821251868177
5948.0,Celtis australis,50,3720.08,137.7,22.13,1.9,0.3,0.7,1.3,,,541.8,2.79,,4.39,5.1,15,4.5,12,113.1,373.5,22,46.04258640977391,11.138936167616
5949.0,Celtis australis,34,1891.63,71.09999999999999,11.43,1.4,0.23,0.3,0.5600000000000001,,,232.7,1.2,,1.99,3.9,11,3.3,8,50.3,160.4,9.5,46.04262728611036,11.13891137928615
5950.0,Celtis australis,25,1169.22,42,6.75,1.2,0.19,0.1,0.22,,,89.8,0.46,,0.86,3.1,10,3,6,28.3,61.9,3.6,46.04266641442165,11.13888380923468
5951.0,Celtis australis,19,810.0599999999999,26.3,4.22,1,0.15,0.1,0.14,,,59.2,0.3,,0.6,2.6,9,2.7,5,19.6,40.8,2.4,46.04271087914688,11.13886445852477
5952.0,Celtis australis,40,2495.67,94,15.1,1.6,0.26,0.4,0.82,,,340.1,1.75,,2.82,4.3,11,3.3,9,63.6,234.4,13.8,46.04269123506801,11.13883203445103
5953.0,Celtis australis,48,3453.43,128.4,20.63,1.8,0.3,0.4,0.73,,,304,1.56,,2.59,4.9,12,3.6,9,63.6,209.5,12.4,46.08678023204428,11.10756776385001
5954.0,Celtis australis,20,863.12,28.7,4.61,1,0.16,0.1,0.17,,,68.90000000000001,0.35,,0.68,2.6,6,1.8,6,28.3,47.5,2.8,46.04089576118289,11.13320757891665
5955.0,Celtis australis,9,237.91,7.3,1.17,0.6,0.09,0,0.06,,,25.5,0.13,,0.28,1.5,5,1.5,4,12.6,17.6,1,46.04090663530302,11.13319882130972
5956.0,Celtis australis,13,548.86,13.7,2.2,0.7,0.12,0.1,0.15,,,63.5,0.33,,0.6,2,7.5,2.3,6,28.3,43.8,2.6,46.04091764518231,11.13318761330004
5957.0,Celtis australis,14,585.59,15.6,2.5,0.8,0.12,0.1,0.2,,,84.59999999999999,0.43,,0.76,2.1,7.5,2.3,6,28.3,58.3,3.4,46.04090840022797,11.13324890648746
5958.0,Celtis australis,28,1385.54,51,8.199999999999999,1.3,0.2,0.7,1.26,,,526.3,2.71,,4.17,3.4,12,3.6,12,113.1,362.8,21.4,46.04092130510353,11.13324707698256
5959.0,Celtis australis,33,1800.48,67.59999999999999,10.86,1.4,0.23,0.5,1.01,,,421.9,2.17,,3.41,3.8,14,4.2,11,95,290.9,17.1,46.04097311029889,11.13322981434618
5960.0,Celtis australis,45,3073.86,115,18.47,1.8,0.28,0.7,1.31,,,546.3,2.81,,4.4,4.7,15,4.5,13,132.7,376.6,22.2,46.04098286726275,11.13322786363168
5961.0,Celtis australis,40,2495.67,94,15.1,1.6,0.26,0.5,0.91,,,379.7,1.95,,3.12,4.3,13,3.9,9,63.6,261.7,15.4,46.04027708817982,11.13310520088935
5963.0,Celtis australis,30.1,1549.07,57.6,9.26,1.3,0.21,0.2,0.32,,,132,0.68,,1.21,3.5,8.300000000000001,2.5,6.7,35.2,91,5.4,46.04310451484886,11.13327336808807
5964.0,Celtis australis,48,3453.43,128.4,20.63,1.8,0.3,0.6,1.12,,,465.6,2.39,,3.81,4.9,13,3.9,10,78.5,321,18.9,46.04297298612889,11.13322203250224
5965.0,Celtis australis,17,712.11,21.7,3.49,0.9,0.14,0.1,0.11,,,45.8,0.24,,0.49,2.4,11,3.3,4,12.6,31.6,1.9,46.04296484809237,11.13322404561272
5966.0,Celtis australis,16,667.22,19.6,3.14,0.8,0.14,0,0.08,,,34.5,0.18,,0.4,2.3,11,3.3,4,12.6,23.8,1.4,46.04295177864719,11.13326360932387
5967.0,Celtis australis,18,759.73,23.9,3.85,0.9,0.15,0.2,0.31,,,128,0.66,,1.11,2.5,11,3.3,7,38.5,88.2,5.2,46.04294050717009,11.13326472628149
5968.0,Celtis australis,24,1102.56,39.2,6.29,1.1,0.18,0.2,0.34,,,141.7,0.73,,1.25,3,11,3.3,7,38.5,97.7,5.8,46.04293089802911,11.13326358078139
5969.0,Celtis australis,25,1169.22,42,6.75,1.2,0.19,0.3,0.65,,,270.5,1.39,,2.23,3.1,11,3.3,9,63.6,186.5,11,46.04173659252294,11.13406806091617
5970.0,Celtis australis,30.1,1549.07,57.6,9.26,1.3,0.21,0.2,0.32,,,132,0.68,,1.21,3.5,8.300000000000001,2.5,6.7,35.2,91,5.4,46.04241297001104,11.13284852217855
5971.0,Celtis australis,30.1,1549.07,57.6,9.26,1.3,0.21,0.2,0.34,,,140.6,0.72,,1.27,3.5,8.300000000000001,2.5,6.7,35.2,96.90000000000001,5.7,46.04244324003352,11.13303762017708
5972.0,Celtis australis,45,3073.86,115,18.47,1.8,0.28,0.3,0.49,,,205.5,1.06,,1.83,4.7,10,3,7,38.5,141.7,8.4,46.04239903547519,11.1330189868919
5973.0,Celtis australis,38,2283.44,86.09999999999999,13.83,1.6,0.25,0.2,0.44,,,182.5,0.9399999999999999,,1.63,4.2,10,3,7,38.5,125.8,7.4,46.04173851298212,11.13997694517995
5974.0,Celtis australis,22,977.4,33.8,5.42,1.1,0.17,0.3,0.49,,,204.5,1.05,,1.71,2.8,8,2.4,8,50.3,141,8.300000000000001,46.04177609632542,11.13993096376222
5975.0,Celtis australis,27,1310.71,47.9,7.7,1.2,0.2,0.3,0.54,,,227.1,1.17,,1.91,3.3,9,2.7,8,50.3,156.5,9.199999999999999,46.04181019048423,11.13987424937686
5976.0,Celtis australis,29,1463.08,54.2,8.699999999999999,1.3,0.21,0.4,0.75,,,314,1.61,,2.57,3.4,10,3,9,63.6,216.4,12.8,46.04184806209277,11.13981768081914
5977.0,Celtis australis,55,4434.32,162.1,26.05,2,0.33,0.5,0.92,,,384.6,1.98,,3.23,5.4,11,3.3,10,78.5,265.1,15.6,46.04189302968882,11.13976668532444
