Tree ID,Name,DBH (cm),Replacement Value (eur),Carbon Storage (kg),Carbon Storage (eur),Gross Carbon Sequestration (kg/yr),Gross Carbon Sequestration (eur/yr),Avoided Runoff (mcube/yr),Avoided Runoff (eur/yr),Carbon Avoided (kg/yr),Carbon Avoided (eur/yr),Pollution Removal (g/yr),Pollution Removal (eur/yr),Energy Savings (eur/yr),Total Annual Benefits (eur/yr),Oxygen Production (kg/yr),Height (m),Crown Height (m),Crown Width (m),Canopy Cover (m2),Leaf Area (m2),Leaf Biomass (kg),Latitude,Longitude
12783.0,Betula,5,65.64,6,0.96,1,0.16,0,0.02,,,7,0.04,,0.21,2.6,4,1.2,2.5,4.9,4.8,0.3,46.05912219106692,11.11292397745048
12784.0,Betula,5,65.64,6,0.96,1,0.16,0,0.02,,,7.9,0.04,,0.22,2.6,4,1.2,2.5,4.9,5.5,0.3,46.05912027943675,11.1129056751827
12785.0,Fagus sylvatica,12,529.13,38,6.1,1.6,0.26,0,0.06,,,25.8,0.13,,0.45,4.3,4,1.2,4,12.6,17.8,0.9,46.05913704110084,11.1129094176712
12786.0,Betula,5,65.64,6,0.96,1,0.16,0,0.02,,,6.5,0.03,,0.21,2.6,4,1.2,2.5,4.9,4.5,0.3,46.05912414042003,11.11284777312065
12787.0,Acer pseudoplatanus,9,227.09,17.3,2.78,1.3,0.21,0,0.04,,,15.6,0.08,,0.33,3.5,6,1.8,3,7.1,10.8,0.8,46.05912544017155,11.11277749115278
12788.0,Betula,4,48.12,3.4,0.54,0.7,0.12,0,0.02,,,8.6,0.04,,0.18,1.9,3,0.9,2.5,4.9,5.9,0.4,46.05914817740975,11.11281339526374
12789.0,Betula,4,48.12,3.4,0.54,0.7,0.12,0,0.02,,,8.6,0.04,,0.18,1.9,3,0.9,2.5,4.9,5.9,0.4,46.05924605208305,11.11285992375502
12790.0,Acer pseudoplatanus,12,512.3200000000001,32.2,5.17,1.9,0.3,0,0.04,,,18.3,0.09,,0.44,5,6,1.8,3,7.1,12.6,0.9,46.0593124114628,11.11283905514813
12791.0,Betula,18.7,756.84,159.3,25.6,6.6,1.05,0,0.02,,,9.4,0.05,,1.13,17.5,3,0.9,2,3.1,6.5,0.4,46.05924776980022,11.11278164183383
12792.0,Betula,3,48.12,1.6,0.25,0.5,0.08,0,0.01,,,4.9,0.03,,0.11,1.3,2.5,0.8,2,3.1,3.4,0.2,46.05931778469203,11.11278211559005
12793.0,Pyrus calleryana,10,278.67,18.8,3.02,1.4,0.23,0,0.03,,,10.6,0.05,,0.31,3.9,5,1.5,2.5,4.9,7.3,0.5,46.05933894856677,11.11286902794645
12794.0,Betula,8,168.04,19.6,3.16,1.9,0.31,0,0.02,,,8.199999999999999,0.04,,0.37,5.2,5,1.5,2.5,4.9,5.7,0.4,46.05934495771706,11.11281663765658
12795.0,Betula,4,48.12,3.4,0.54,0.7,0.12,0,0.02,,,6.4,0.03,,0.16,1.9,4,1.2,2.5,4.9,4.4,0.3,46.05934947676185,11.11277181839923
12796.0,Fagus sylvatica,12,529.13,38,6.1,1.6,0.26,0,0.05,,,22.6,0.12,,0.43,4.3,5,1.5,4,12.6,15.6,0.8,46.05935276358777,11.11273522645254
12797.0,Betula,4,48.12,3.4,0.54,0.7,0.12,0,0.02,,,8.6,0.04,,0.18,1.9,3,0.9,2.5,4.9,5.9,0.4,46.05938275554696,11.11279739412154
12798.0,Pyrus calleryana,12,512,29.3,4.71,1.9,0.3,0,0.04,,,14.7,0.08,,0.41,5,6,1.8,2.5,4.9,10.1,0.8,46.05941730750663,11.11285146152062
12799.0,Betula,4,48.12,3.4,0.54,0.7,0.12,0,0.02,,,8.1,0.04,,0.18,1.9,3,0.9,2.5,4.9,5.6,0.3,46.05941725474936,11.1128007791418
12800.0,Betula,3,48.12,1.6,0.25,0.5,0.08,0,0.02,,,7.7,0.04,,0.13,1.3,3,0.9,2.5,4.9,5.3,0.3,46.05944914788239,11.112818544836
12801.0,Betula,4,48.12,3.4,0.54,0.7,0.12,0,0.01,,,5.5,0.03,,0.16,1.9,3,0.9,2,3.1,3.8,0.2,46.05948015371146,11.11282102085085
12802.0,Betula,4,48.12,3.4,0.54,0.7,0.12,0,0.01,,,4.2,0.02,,0.15,1.9,3,0.9,2,3.1,2.9,0.2,46.05948205476287,11.11292749642817
12803.0,Betula,4,48.12,3.4,0.54,0.7,0.12,0,0.01,,,4.8,0.02,,0.15,1.9,4,1.2,2,3.1,3.3,0.2,46.05947844768863,11.11298140065762
12804.0,Acer pseudoplatanus,5,70.09,4.6,0.75,0.7,0.1,0,0.02,,,7,0.04,,0.16,1.7,5,1.5,2,3.1,4.9,0.3,46.05948795077843,11.11307588411256
12805.0,Acer pseudoplatanus,5,70.09,4.5,0.73,0.6,0.1,0,0.01,,,5.6,0.03,,0.14,1.7,4.5,1.3,2,3.1,3.9,0.3,46.05949195369502,11.11318062991741
12806.0,Acer pseudoplatanus,6,100.93,6.7,1.08,0.8,0.13,0,0.01,,,5.6,0.03,,0.17,2.1,4.5,1.3,2,3.1,3.8,0.3,46.05952753065266,11.1131792727034
12807.0,Alnus,12,512,26.3,4.22,1.4,0.22,0,0.05,,,19.4,0.1,,0.37,3.6,6,1.8,3,7.1,13.3,0.7,46.05951733107221,11.11303485784565
12808.0,Alnus,12,512,26.3,4.22,1.4,0.22,0,0.05,,,19.4,0.1,,0.37,3.6,6,1.8,3,7.1,13.3,0.7,46.05951234988863,11.11298786590276
12809.0,Alnus,12,512,26.3,4.22,1.4,0.22,0,0.04,,,14.6,0.08,,0.33,3.6,6,1.8,2.5,4.9,10.1,0.6,46.05951090488546,11.11295406688648
12810.0,Betula,3,48.12,1.6,0.25,0.5,0.08,0,0.02,,,7,0.04,,0.13,1.3,4,1.2,2.5,4.9,4.8,0.3,46.05951070863617,11.11292574557373
12811.0,Betula,4,48.12,3.4,0.54,0.7,0.12,0,0.02,,,8.6,0.04,,0.18,1.9,3,0.9,2.5,4.9,5.9,0.4,46.05951013674385,11.11289340203375
12812.0,Fagus sylvatica,12,529.13,38,6.1,1.6,0.26,0,0.06,,,25.8,0.13,,0.45,4.3,4,1.2,4,12.6,17.8,0.9,46.0594853489038,11.11273963911913
12813.0,Aesculus hippocastanum,60,4784.1,1349.3,216.78,17.5,2.8,0.1,0.23,,,97.59999999999999,0.5,,3.54,46.5,8,2.4,5,19.6,67.3,4.7,46.06768049334033,11.12917913167231
12814.0,Pinus nigra,60,5068.85,608.6,97.79000000000001,7.4,1.19,0.1,0.13,,,54.9,0.28,,1.6,19.7,9,2.7,4,12.6,37.9,3.6,46.06766242334038,11.12923638000534
12815.0,Pinus nigra,30,1487.62,125.6,20.18,3,0.48,0.1,0.13,,,55.8,0.29,,0.9,8,9,2.7,4,12.6,38.5,3.7,46.06768255834042,11.12921225167238
12816.0,Celtis australis,70,6985.17,245.1,39.37,1.8,0.29,0.9,1.74,,,727.3,3.74,,5.77,4.7,12,3.6,12,113.1,501.3,29.6,46.06751726834062,11.12903169333839
12817.0,Carpinus betulus,35,1907.35,406.9,65.37,6.1,0.98,0.1,0.23,,,95,0.49,,1.69,16.2,6,1.8,5,19.6,65.5,3.9,46.06755414167447,11.12914124500545
12818.0,Carpinus betulus,35,1907.35,406.9,65.37,6.1,0.98,0.1,0.21,,,89.5,0.46,,1.65,16.2,6,1.8,5,19.6,61.7,3.7,46.06756137834034,11.12916441667231
12819.0,Carpinus betulus,42,2603.08,619.8,99.58,3.5,0.5600000000000001,0.1,0.19,,,78,0.4,,1.14,9.199999999999999,6,1.8,5,19.6,53.8,3.2,46.06757683834034,11.12915768667239
12820.0,Ligustrum lucidum,25,1132.87,145.4,23.37,4.1,0.67,0,0.05,,,22.9,0.12,,0.84,11,5,1.5,3,7.1,15.8,1.4,46.0675841550073,11.12927323333843
12821.0,Celtis australis,8,187.98,6,0.96,0.5,0.08,0,0.02,,,7,0.04,,0.14,1.4,4,1.2,2,3.1,4.8,0.3,46.06757638261065,11.12936503240046
12822.0,Celtis australis,8,187.98,6,0.96,0.5,0.08,0,0.02,,,7.5,0.04,,0.14,1.4,4,1.2,2,3.1,5.1,0.3,46.06759865334099,11.12935380167241
12823.0,Ligustrum lucidum,30,1487.84,228.7,36.75,5.4,0.86,0.1,0.11,,,46.9,0.24,,1.22,14.3,7,2.1,4,12.6,32.3,2.9,46.0675432933404,11.12954961333839
12824.0,Ulmus glabra,42,2513.38,519.8,83.52,12,1.93,0.1,0.17,,,69.59999999999999,0.36,,2.45,32,7,2.1,5,19.6,48,3.3,46.06753027278025,11.12971154635542
12825.0,Ulmus glabra,34,1761.42,313.1,50.31,8.9,1.44,0,0.05,,,22.4,0.12,,1.6,23.8,6,1.8,3,7.1,15.4,1.1,46.06761374500775,11.12963265167237
12826.0,Celtis australis,30,1543.35,57.4,9.220000000000001,1.3,0.21,0,0.03,,,12.2,0.06,,0.3,3.5,6,1.8,2,3.1,8.4,0.5,46.06761644667474,11.1295657100054
12827.0,Celtis australis,60,5216.58,188.2,30.24,2.2,0.35,0.4,0.72,,,301,1.55,,2.62,5.8,9,2.7,8,50.3,207.5,12.2,46.06773070667473,11.12948839000536
12828.0,Celtis australis,28,1385.54,51,8.199999999999999,1.3,0.2,0,0.03,,,11.9,0.06,,0.29,3.4,6,1.8,2,3.1,8.199999999999999,0.5,46.06764801500799,11.12949246667243
12829.0,Ligustrum lucidum,30,1487.84,228.5,36.71,5.4,0.86,0,0.09,,,38.8,0.2,,1.16,14.3,7,2.1,4,12.6,26.8,2.4,46.06773499334077,11.1293625350054
12830.0,Celtis australis,50,3720.08,137.7,22.13,1.9,0.3,0.2,0.33,,,135.7,0.7,,1.33,5.1,8,2.4,6,28.3,93.59999999999999,5.5,46.06772115000771,11.12928848167236
12831.0,Celtis australis,50,3720.08,137.7,22.13,1.9,0.3,0.1,0.25,,,104.5,0.54,,1.09,5.1,8,2.4,6,28.3,72,4.2,46.06774275167481,11.12919836333845
12832.0,Celtis australis,26,1238.61,44.9,7.22,1.2,0.19,0,0.06,,,26.6,0.14,,0.39,3.2,8,2.4,3,7.1,18.3,1.1,46.06763449500747,11.1293448883384
12833.0,Celtis australis,22,977.4,33.8,5.42,1.1,0.17,0,0.04,,,18.1,0.09,,0.31,2.8,6,1.8,3,7.1,12.5,0.7,46.0677257600076,11.12910740667234
12834.0,Pinus nigra,48,3349.86,394.4,63.36,5.9,0.9399999999999999,0.1,0.23,,,94.7,0.49,,1.66,15.6,15,4.5,4,12.6,65.3,6.3,46.06775785167491,11.12913424833841
12835.0,Celtis australis,53,4140.46,152.2,24.45,2,0.32,0.1,0.27,,,111.7,0.57,,1.16,5.3,6,1.8,6,28.3,77,4.5,46.06766303000754,11.12907487833835
12836.0,Pterocarya rhoifolia,48,3300.11,922.9,148.28,14.6,2.34,0,0.08,,,35.1,0.18,,2.6,38.8,6,1.8,4,12.6,24.2,1.9,46.06768644500733,11.12913344333831
12837.0,Ligustrum lucidum,26,1198.7,166.5,26.74,4.5,0.72,0,0.09,,,39.5,0.2,,1.02,12,7,2.1,4,12.6,27.2,2.5,46.06773832000774,11.12906113167235
12838.0,Celtis australis,18,759.73,23.9,3.85,0.9,0.15,0,0.05,,,20.4,0.11,,0.3,2.5,6,1.8,3,7.1,14.1,0.8,46.06768996834119,11.12915746000538
12839.0,Celtis australis,27,1310.71,47.9,7.7,1.2,0.2,0,0.06,,,23.9,0.12,,0.38,3.3,8,2.4,3,7.1,16.5,1,46.06767022167517,11.12922946167238
12840.0,Celtis australis,29,1463.08,54.2,8.699999999999999,1.3,0.21,0,0.06,,,26.1,0.13,,0.4,3.4,8,2.4,3,7.1,18,1.1,46.06768244334074,11.12923295333846
12841.0,Celtis australis,47,3324.18,123.9,19.9,1.8,0.29,0.2,0.35,,,145.7,0.75,,1.39,4.8,10,3,6,28.3,100.4,5.9,46.06791287000751,11.12918267667243
12842.0,Celtis australis,47,3324.18,123.9,19.9,1.8,0.29,0.2,0.35,,,145.7,0.75,,1.39,4.8,10,3,6,28.3,100.4,5.9,46.06793542667444,11.12921228333836
12843.0,Morus alba,41,2495.95,340.3,54.67,6.2,1,0.1,0.25,,,105,0.54,,1.79,16.6,8,2.4,6,28.3,72.3,5.3,46.06794570500774,11.12927901167238
12844.0,Celtis australis,28,1385.54,51,8.199999999999999,1.3,0.2,0.1,0.1,,,40.4,0.21,,0.51,3.4,8,2.4,4,12.6,27.8,1.6,46.06791759500738,11.12929775167236
12845.0,Morus alba,41,2495.95,340.3,54.67,6.2,1,0.1,0.24,,,98.09999999999999,0.5,,1.74,16.6,8,2.4,6,28.3,67.59999999999999,4.9,46.06790174000773,11.12933539000539
12846.0,Cupressus lusitanica,60,4984.52,1142.8,183.61,11.8,1.89,0.1,0.13,,,55.7,0.29,,2.31,31.3,14,4.2,3,7.1,38.4,9,46.06795755334117,11.12912424167244
12847.0,Celtis australis,60,5216.58,188.2,30.24,2.2,0.35,0.1,0.18,,,76.09999999999999,0.39,,0.92,5.8,13,3.9,4,12.6,52.4,3.1,46.0678730933405,11.12914645833838
12848.0,Aesculus hippocastanum,65,5557.09,1644.5,264.22,19.7,3.16,0.1,0.26,,,107.4,0.55,,3.97,52.5,8,2.4,5,19.6,74,5.2,46.06802047834092,11.12903556833842
12849.0,Populus nigra,85,5177.44,2464.4,395.94,29.1,4.67,0.9,1.72,,,716,3.68,,10.07,77.5,19,5.7,12,113.1,493.6,35.6,46.06807065000798,11.12919220333845
12850.0,Taxus baccata,65,5798.43,1071.2,172.1,7.1,1.14,0.1,0.2,,,84.09999999999999,0.43,,1.77,18.9,6,1.8,5,19.6,58,6.9,46.06814129834095,11.12914489000536
12851.0,Taxus baccata,51,3683.56,635.4,102.09,6,0.96,0.1,0.2,,,81.5,0.42,,1.58,16,7,2.1,5,19.6,56.2,6.7,46.06804931334031,11.12891044833838
12852.0,Cupressus lusitanica,70,6677.46,1553.8,249.65,13.7,2.2,0,0.09,,,37.2,0.19,,2.48,36.6,10,3,3,7.1,25.6,6,46.06786271000795,11.12885881667238
12853.0,Pseudotsuga menziesii,58,5345.6,323.1,51.92,4.1,0.65,0.1,0.28,,,114.8,0.59,,1.52,10.9,15,4.5,5,19.6,79.09999999999999,9.300000000000001,46.06776635334053,11.12894956333836
12854.0,Picea pungens,58,5411.13,834,134,6.8,1.1,0.2,0.33,,,137.1,0.7,,2.13,18.2,15,4.5,5,19.6,94.5,15.6,46.06778565334054,11.12891482000541
12855.0,Celtis australis,60,5216.58,188.2,30.24,2.2,0.35,1.3,2.39,,,995.2,5.12,,7.85,5.8,13,3.9,17,227,686.1,40.4,46.06770496834078,11.12880677833838
12856.0,Pterocarya rhoifolia,38,2190.03,520.9,83.7,10.4,1.67,0.3,0.61,,,252.9,1.3,,3.58,27.7,6,1.8,9,63.6,174.4,13.9,46.06786181334109,11.1287192600054
12857.0,Aesculus hippocastanum,80,8086.97,2809.2,451.35,27.2,4.37,0.7,1.4,,,585.9,3.01,,8.789999999999999,72.5,12,3.6,9,63.6,403.9,28.2,46.06785641667481,11.12896657833845
12858.0,Aesculus hippocastanum,43,2618.51,605.2,97.23999999999999,10.8,1.73,0.1,0.15,,,61.4,0.32,,2.19,28.7,10,3,4,12.6,42.3,3,46.06841503334091,11.12881380167242
12859.0,Aesculus hippocastanum,48,3181.24,791.3,127.13,12.6,2.03,0.1,0.15,,,63.8,0.33,,2.51,33.7,10,3,4,12.6,44,3.1,46.06840243334034,11.12887429500538
12860.0,Aesculus hippocastanum,41,2410.73,539.1,86.62,10,1.61,0.1,0.15,,,64.59999999999999,0.33,,2.1,26.7,10,3,4,12.6,44.5,3.1,46.06843098500787,11.12890918000538
12861.0,Aesculus hippocastanum,63,5240.48,1541.6,247.69,18.9,3.04,0.1,0.19,,,80,0.41,,3.64,50.5,10,3,4,12.6,55.2,3.9,46.06843720500776,11.12894782833834
12862.0,Aesculus hippocastanum,63,5240.48,1541.6,247.69,18.9,3.04,0.2,0.37,,,154.2,0.79,,4.2,50.5,10,3,6,28.3,106.3,7.4,46.06836502834103,11.12891731500539
12863.0,Aesculus hippocastanum,70,6391.92,1999,321.18,22.1,3.56,0.3,0.55,,,229.3,1.18,,5.29,59,10,3,7,38.5,158,11.1,46.06826820500734,11.12889083667244
12864.0,Aesculus hippocastanum,66,5719.11,1728.9,277.77,20.3,3.26,0.3,0.54,,,224.6,1.15,,4.95,54.1,10,3,7,38.5,154.8,10.8,46.06830051834097,11.1287910150054
12865.0,Aesculus hippocastanum,66,5719.11,1728.9,277.77,20.3,3.26,0.4,0.7,,,291.6,1.5,,5.46,54.1,10,3,7,38.5,201,14.1,46.0682360916748,11.12873051667235
12866.0,Aesculus hippocastanum,58,4492.23,1257.9,202.1,16.7,2.69,0.4,0.67,,,278.6,1.43,,4.79,44.6,10,3,7,38.5,192,13.4,46.06821059167498,11.12876518500534
12867.0,Aesculus hippocastanum,41,2410.73,524.9,84.33,9.9,1.58,0.1,0.11,,,46.9,0.24,,1.94,26.3,7,2.1,4,12.6,32.3,2.3,46.0681714050076,11.12881907333843
12868.0,Aesculus hippocastanum,51,3548.56,897.1,144.13,13.6,2.19,0.1,0.16,,,65.8,0.34,,2.69,36.3,7,2.1,4,12.6,45.3,3.2,46.06812804167495,11.12883489333839
12869.0,Aesculus hippocastanum,68,6050.57,1882.5,302.45,21.4,3.43,0.2,0.45,,,186.8,0.96,,4.84,57,12,3.6,6,28.3,128.8,9,46.06812635000752,11.12881387000539
12870.0,Aesculus hippocastanum,54,3938.15,1048.1,168.4,15,2.41,0.1,0.15,,,62.7,0.32,,2.88,39.9,9,2.7,4,12.6,43.2,3,46.06812323667505,11.12874843500538
12871.0,Aesculus hippocastanum,47,3063.75,745.8,119.82,12.2,1.96,0,0.08,,,33.5,0.17,,2.21,32.5,9,2.7,3,7.1,23.1,1.6,46.06808071834111,11.12881700000544
12872.0,Aesculus hippocastanum,53,3805.81,1022.4,164.26,14.8,2.37,0.2,0.32,,,131.7,0.68,,3.37,39.4,12,3.6,5,19.6,90.8,6.3,46.06804353667471,11.12877160500535
12873.0,Aesculus hippocastanum,61,4933.76,1414.8,227.31,18,2.89,0.6,1.18,,,493.3,2.54,,6.6,47.9,9,2.7,9,63.6,340,23.8,46.06802190000793,11.12870845000543
12874.0,Aesculus hippocastanum,58,4492.23,1249.5,200.75,16.7,2.68,0.1,0.19,,,77.59999999999999,0.4,,3.26,44.4,9,2.7,4,12.6,53.5,3.7,46.06804794834098,11.12873041667241
12875.0,Aesculus hippocastanum,71,6566.3,2058.5,330.73,22.5,3.62,0.7,1.25,,,520.4,2.68,,7.54,60.1,9,2.7,9,63.6,358.7,25.1,46.0680540150075,11.12864690333841
12876.0,Aesculus hippocastanum,28,1301.34,207.8,33.39,5.6,0.91,0,0.07000000000000001,,,29.8,0.15,,1.13,15,7,2.1,3,7.1,20.6,1.4,46.06810790834093,11.12865416667237
12877.0,Sophora japonica,21,895.37,73.8,11.86,2.6,0.41,0,0.03,,,13.9,0.07000000000000001,,0.52,6.9,3,0.9,3,7.1,9.6,1.1,46.06799653500725,11.12857956333841
12878.0,Aesculus hippocastanum,100,11731.55,4493.7,722,17.2,2.77,1,1.91,,,798.2,4.1,,8.789999999999999,46,15,4.5,12,113.1,550.3,38.5,46.0679447300078,11.12859463833836
12879.0,Tilia x europaea,60,5769.18,2443.3,392.56,29.7,4.77,0.6,1.11,,,461.8,2.37,,8.25,79.09999999999999,8,2.4,9,63.6,318.4,14.8,46.06792748167447,11.12852495333841
12880.0,Sophora japonica,29,1411.68,159.3,25.59,4.1,0.66,0,0.06,,,25.3,0.13,,0.85,10.9,6,1.8,4,12.6,17.5,2,46.06801477179512,11.12846157299443
12881.0,Sorbus thuringiaca,9,225.72,24.2,3.88,2.1,0.33,0,0.01,,,2.2,0.01,,0.35,5.5,3,0.9,1,0.8,1.5,0.1,46.06821138167503,11.12839676833834
12882.0,Pinus pinaster,48,3093.9,347.7,55.86,6.9,1.11,0.1,0.1,,,43.4,0.22,,1.43,18.3,8,2.4,4,12.6,29.9,2.9,46.06829147500736,11.12833111667241
12883.0,Cedrus deodara,62,5242.13,1087.1,174.66,14.3,2.29,0.5,0.89,,,370,1.9,,5.08,38.1,21,6.3,8,50.3,255.1,59.8,46.06827000667423,11.12843833167241
12884.0,Cedrus deodara,62,5242.13,1085.4,174.38,14.3,2.29,0.4,0.84,,,348.7,1.79,,4.92,38.1,21,6.3,8,50.3,240.4,56.4,46.06835112000763,11.12847125667232
12885.0,Cedrus deodara,80,8363.110000000001,1815.9,291.75,18.8,3.02,0.5,0.97,,,404.8,2.08,,6.07,50.1,21,6.3,8,50.3,279.1,65.40000000000001,46.06839828500764,11.1283820183384
12886.0,Cedrus deodara,86,9546.24,2119.7,340.57,20.5,3.3,0.5,0.88,,,366.8,1.89,,6.06,54.8,23,6.9,8,50.3,252.8,59.3,46.06850067000794,11.12828989500541
12887.0,Robinia pseudoacacia,48,2319.32,568.9,91.41,11.8,1.89,0.2,0.3,,,125.1,0.64,,2.84,31.4,11,3.3,6,28.3,86.2,4.6,46.06841122334028,11.12830554167239
12888.0,Robinia pseudoacacia,71,4632.44,1502,241.33,21.3,3.42,0.2,0.41,,,169,0.87,,4.69,56.7,11,3.3,7,38.5,116.5,6.3,46.06840708834071,11.1282124883384
12889.0,Pinus pinaster,36,1874.15,180,28.92,4.7,0.76,0,0.09,,,39.2,0.2,,1.05,12.6,8,2.4,4,12.6,27.1,2.6,46.06828303500811,11.12809210500536
12890.0,Pinus pinaster,41,2340.02,244,39.21,5.6,0.9,0.1,0.22,,,92.7,0.48,,1.6,14.9,8,2.4,6,28.3,63.9,6.2,46.06824697500804,11.12802514667237
12891.0,Robinia pseudoacacia,60,3414.61,987.8,158.71,16.5,2.65,0.1,0.25,,,104.2,0.54,,3.43,44,11,3.3,6,28.3,71.8,3.9,46.06825167667519,11.12804910500538
12892.0,Cedrus deodara,100,12153.29,2920.1,469.16,20.4,3.27,0.6,1.2,,,498.8,2.56,,7.03,54.3,25,7.5,8,50.3,343.8,80.59999999999999,46.06819198834062,11.12808328667242
12893.0,Sorbus torminalis,48,3300.11,886.9,142.5,0.3,0.05,0.6,1.15,,,478.8,2.46,,3.66,0.8,6,1.8,12,113.1,330.1,26.2,46.06822444834041,11.12802863500544
12894.0,Ginkgo biloba,70,8468.309999999999,832.9,133.82,6.5,1.04,0.4,0.82,,,342.5,1.76,,3.62,17.2,16,4.8,8,50.3,236.1,22.7,46.06785558500814,11.12816927333837
12895.0,Picea abies,50,3754.33,689.2,110.74,6.4,1.03,0.3,0.55,,,229.9,1.18,,2.76,17.1,18,5.4,6,28.3,158.4,26.4,46.06789545500773,11.12815419667239
12896.0,Catalpa bignonioides,50,2781.39,349.9,56.22,6.5,1.05,0.8,1.48,,,615.5,3.16,,5.69,17.4,6,1.8,12,113.1,424.3,22.6,46.06806851834053,11.12828406000535
12897.0,Cedrus deodara,80,8363.110000000001,1843.1,296.13,19.2,3.08,0.4,0.7,,,290.2,1.49,,5.27,51.1,25,7.5,6,28.3,200.1,46.9,46.06806465500758,11.12824140500543
12898.0,Cedrus deodara,62,5242.13,1070,171.91,14.3,2.29,0.2,0.38,,,158.5,0.82,,3.49,38.1,21,6.3,5,19.6,109.3,25.6,46.06808771500762,11.12823564333836
12899.0,Cedrus deodara,130,17015.65,5071.6,814.84,8.199999999999999,1.32,1.5,2.89,,,1206.3,6.2,,10.41,21.8,26,7.8,18,254.5,831.6,194.9,46.06800789334117,11.12783999000546
12900.0,Cedrus atlantica,80,10594.07,1840.6,295.73,14.6,2.34,0.6,1.16,,,485.3,2.5,,6,38.8,23,6.9,9,63.6,334.6,78.40000000000001,46.06811319000784,11.12785865167237
12901.0,Pinus cembra,36,1874.15,447.5,71.90000000000001,6.2,1,0.2,0.39,,,163.8,0.84,,2.23,16.5,9,2.7,7,38.5,112.9,10.9,46.06797910500757,11.12790621167232
12902.0,Picea abies,50,3754.33,688.3,110.58,6.4,1.03,0.3,0.51,,,213.1,1.1,,2.64,17.1,22,6.6,6,28.3,146.9,24.5,46.06792394167517,11.12799555333843
12903.0,Ginkgo biloba,70,8468.309999999999,832.9,133.82,6.5,1.04,0.4,0.72,,,302.4,1.55,,3.32,17.2,18,5.4,8,50.3,208.5,20,46.06781384500754,11.1280054900054
12904.0,Cedrus deodara,100,12153.29,2923.4,469.69,20.3,3.26,0.9,1.72,,,717,3.69,,8.66,54.1,24,7.2,12,113.1,494.3,115.9,46.06780914667509,11.12804742000532
12905.0,Sophora japonica,29,1411.68,159.3,25.59,4.1,0.66,0.5,0.87,,,362.6,1.86,,3.39,10.9,6,1.8,12,113.1,250,28.4,46.06773660834023,11.12802142667231
12906.0,Sophora japonica,30,1487.84,172.8,27.77,4.3,0.6899999999999999,0.4,0.73,,,303.7,1.56,,2.98,11.5,6,1.8,12,113.1,209.4,23.8,46.06777759667445,11.12810294333832
12907.0,Robinia pseudoacacia,60,3414.61,987.8,158.71,16.5,2.65,0.3,0.5,,,208.3,1.07,,4.22,44,13,3.9,7,38.5,143.6,7.7,46.06781579500768,11.12808398833838
12909.0,Pseudotsuga menziesii,50,4043.33,274.7,44.13,3.8,0.61,0.2,0.39,,,163.2,0.84,,1.84,10.2,17,5.1,6,28.3,112.5,13.2,46.0679428750074,11.12805452667232
12910.0,Robinia pseudoacacia,32,1237.55,211.4,33.97,6.5,1.04,0.2,0.33,,,138,0.71,,2.08,17.3,13,3.9,7,38.5,95.2,5.1,46.06793349000768,11.12816223167234
12911.0,Populus nigra,110,7574.29,4690.7,753.64,27.4,4.41,0.8,1.61,,,671,3.45,,9.470000000000001,73.2,20,6,10,78.5,462.5,33.4,46.12081337511149,11.09163041226127
12912.0,Tilia,13,559.25,66.3,10.66,3.8,0.6,0,0.03,,,11.4,0.06,,0.6899999999999999,10,5,1.5,2,3.1,7.9,0.4,46.12044159590204,11.09143720757752
12913.0,Malus floribunda,7,136.55,8,1.28,0.9,0.14,0,0.01,,,2.4,0.01,,0.16,2.4,3,0.9,1,0.8,1.6,0.1,46.12101726997906,11.09194307008773
12914.0,Picea abies,47,3350.81,594.2,95.47,6,0.96,0.1,0.19,,,78.3,0.4,,1.55,15.9,20,6,3,7.1,54,9,46.069639261675,11.12827209667241
12915.0,Picea abies,47,3350.81,596.6,95.86,6,0.96,0.2,0.29,,,120.3,0.62,,1.86,15.9,20,6,4,12.6,82.90000000000001,13.8,46.06956535834034,11.12830967500533
12916.0,Celtis australis,78,8423.290000000001,295,47.39,1.3,0.21,0.4,0.8,,,332.1,1.71,,2.71,3.5,15,4.5,8,50.3,228.9,13.5,46.06958108667457,11.12842056167233
12917.0,Cupressus,25,1110.29,449.4,72.2,11.1,1.78,0,0.06,,,23.8,0.12,,1.96,29.5,6,1.8,3,7.1,16.4,3.9,46.06958984000799,11.12843562167234
12918.0,Ligustrum,45,2939.98,909.6,146.15,2.2,0.35,0.1,0.22,,,91.59999999999999,0.47,,1.05,5.9,8,2.4,5,19.6,63.2,5.7,46.069593475008,11.12846779667233
12919.0,Ligustrum,26,1198.7,256.6,41.23,7,1.13,0,0.05,,,20.5,0.11,,1.28,18.7,6,1.8,3,7.1,14.1,1.3,46.06954790167484,11.12849172667241
12920.0,Ligustrum,35,1907.35,500,80.33,7.5,1.21,0.1,0.21,,,89.5,0.46,,1.89,20.1,6,1.8,6,28.3,61.7,5.6,46.06948617167469,11.12848781667234
12921.0,Ligustrum,24,1069.62,214.6,34.49,6.3,1.02,0,0.06,,,24.1,0.12,,1.2,16.9,6,1.8,3,7.1,16.6,1.5,46.0694551450075,11.12849485833832
